system,query word,query datetime,rank,dataset,openalex id,doi,title,year,type,publication venue,publisher,authors,institutions,reference,cited by,fwci,citation percentile (by year/subfield),primary topic,primary subfield,primary field,primary domain,is oa,open access status,source type,retracted,language,country,from global south
Scopus,Econometrics,2026-04-29,18,OpenAlex,https://openalex.org/W2934172628,https://doi.org/10.1080/21568235.2019.1597747,Research in UK universities: a tale of two subjects – Economics and Econometrics; and Business and Management Studies,2019.0,article,European Journal of Higher Education,Taylor & Francis,James Johnston; Alan Reeves,University of the West of Scotland,36,4.0,1.0632,0.83048574,Higher Education Governance and Development,Political Science and International Relations,Social Sciences,Social Sciences,True,green,journal,False,English,GB,False
Scopus,Econometrics,2026-04-29,19,Semantic Scholar,null/unknown,https://doi.org/10.1007/978-3-030-58471-9_1,Oxford’s Contributions to Econometrics,2021.0,null/unknown,The Palgrave Companion to Oxford Economics,null/unknown,D. Hendry; B. Nielsen,null/unknown,72,0.0,null/unknown,null/unknown,Economics,null/unknown,null/unknown,null/unknown,True,open,null/unknown,null/unknown,null/unknown,null/unknown,null/unknown
Scopus,Econometrics,2026-04-29,20,OpenAlex,https://openalex.org/W3174037590,https://doi.org/10.12012/cjoe2020-0001,Understanding Modern Econometrics,2021.0,article,null/unknown,null/unknown,Hong Yong-miao,null/unknown,29,1.0,0.0,0.13781549,Monetary Policy and Economic Impact,"General Economics, Econometrics and Finance","Economics, Econometrics and Finance",Social Sciences,False,closed,null/unknown,False,English,null/unknown,False
Scopus,Econometrics,2026-04-29,21,OpenAlex,https://openalex.org/W2772751573,https://doi.org/10.1007/978-3-319-70942-0_50,A Bibliometric Review of Global Econometrics Research: Characteristics and Trends,2017.0,review,Studies in computational intelligence,Springer Nature,Van-Chien Pham; Man-Ling Chang,Asia University; National Chung Hsing University,14,1.0,0.0,0.11292061,"Energy, Environment, Economic Growth",Economics and Econometrics,"Economics, Econometrics and Finance",Social Sciences,False,closed,book series,False,English,TW,False
Scopus,Econometrics,2026-04-29,22,OpenAlex,https://openalex.org/W2997201247,https://doi.org/10.2139/ssrn.3288520,Pawel Ciompa and the Meaning of Econometrics: A Comparison of Two Concepts,2016.0,article,SSRN Electronic Journal,RELX Group (Netherlands),Karl‐Friedrich Israel,Université catholique de l'ouest,29,5.0,null/unknown,null/unknown,African studies and sociopolitical issues,Sociology and Political Science,Social Sciences,Social Sciences,True,green,repository,False,English,FR,False
Scopus,Econometrics,2026-04-29,23,OpenAlex,https://openalex.org/W2905445356,https://doi.org/10.1142/11273,High-Dimensional Econometrics and Identification,2018.0,book chapter,WORLD SCIENTIFIC eBooks,World Scientific,Chihwa Kao; Long Liu,University of Connecticut; The University of Texas at San Antonio,0,0.0,0.0,0.16814159,Forecasting Techniques and Applications,Management Science and Operations Research,Decision Sciences,Social Sciences,False,closed,ebook platform,False,English,US,False
Scopus,Econometrics,2026-04-29,24,OpenAlex,https://openalex.org/W7124920225,https://doi.org/10.1007/978-3-031-97942-2_3,Reflections on the Teaching of Bayesian Econometrics,2026.0,book chapter,Advanced studies in theoretical and applied econometrics,Springer Nature (Netherlands),G. Koop,University of Strathclyde,2,0.0,null/unknown,0.23790323,Statistics Education and Methodologies,Statistics and Probability,Mathematics,Physical Sciences,False,closed,book series,False,English,GB,False
Scopus,Econometrics,2026-04-29,25,OpenAlex,https://openalex.org/W4379446290,null/unknown,"Econometrics in R: Past, Present, and Future",2008.0,article,null/unknown,null/unknown,Achim Zeileis; Roger Koenker,null/unknown,0,2.0,0.0,0.36811989,Data Analysis with R,Artificial Intelligence,Computer Science,Physical Sciences,True,green,null/unknown,False,English,null/unknown,False
Scopus,Econometrics,2026-04-29,26,OpenAlex,https://openalex.org/W2057118172,https://doi.org/10.1016/0304-4076(88)90072-3,Bayesian analysis in econometrics,1988.0,article,Journal of Econometrics,Elsevier BV,Arnold Zellner,University of Chicago,101,84.0,4.8979,0.96330701,Advanced Statistical Methods and Models,Statistics and Probability,Mathematics,Physical Sciences,False,closed,journal,False,English,US,False
Scopus,Econometrics,2026-04-29,27,OpenAlex,https://openalex.org/W2107293161,null/unknown,The Contribution of Econometrics to the Management of the Enterprise,2012.0,preprint,HAL (Le Centre pour la Communication Scientifique Directe),Centre National de la Recherche Scientifique,Régis Bourbonnais; Magda Mara Maftei,Laboratoire d’Economie de Dauphine; University of Bucharest,6,2.0,null/unknown,null/unknown,Complex Systems and Time Series Analysis,Economics and Econometrics,"Economics, Econometrics and Finance",Social Sciences,False,closed,repository,False,French,FR; RO,True
Scopus,Econometrics,2026-04-29,28,OpenAlex,https://openalex.org/W4416020345,https://doi.org/10.1016/j.ecoinf.2025.103504,The climate econometrics toolkit,2025.0,article,Ecological Informatics,Elsevier BV,Hayden Freedman; A. J. Rigden; André van der Hoek; Bill Tomlinson,"University of California, Irvine; Donaldson (United States)",42,0.0,0.0,0.37446702,demographic modeling and climate adaptation,Management Science and Operations Research,Decision Sciences,Social Sciences,True,gold,journal,False,English,US,False
Scopus,Econometrics,2026-04-29,29,OpenAlex,https://openalex.org/W381744546,https://doi.org/10.1002/9780470748916,Handbook of Computational Econometrics,2009.0,book chapter,null/unknown,null/unknown,David A. Belsley; Erricos John Kontoghiorghes,null/unknown,0,94.0,0.881,0.86206897,"Modeling, Simulation, and Optimization",Discrete Mathematics and Combinatorics,Mathematics,Physical Sciences,False,closed,null/unknown,False,English,null/unknown,False
Scopus,Econometrics,2026-04-29,30,OpenAlex,https://openalex.org/W2015764482,https://doi.org/10.1017/s0266466603191074,WORLDWIDE INSTITUTIONAL AND INDIVIDUAL RANKINGS IN ECONOMETRICS OVER THE PERIOD 1989–1999: AN UPDATE,2003.0,article,Econometric Theory,Cambridge University Press,Badi H. Baltagi,Mitchell Institute; Texas A&M University,14,21.0,4.1358,0.94114981,Complex Systems and Time Series Analysis,Economics and Econometrics,"Economics, Econometrics and Finance",Social Sciences,False,closed,journal,False,English,US,False
Scopus,Econometrics,2026-04-29,31,OpenAlex,https://openalex.org/W2466488137,https://doi.org/10.1016/j.jeconom.2016.04.018,Four decades of the Journal of Econometrics: Coauthorship patterns and networks,2016.0,article,Journal of Econometrics,Elsevier BV,Ανδρέας Ανδρικόπουλος; Aristeidis Samitas; Konstantinos Kostaris,University of the Aegean,25,37.0,2.7035,0.9055403,Complex Network Analysis Techniques,Statistical and Nonlinear Physics,Physics and Astronomy,Physical Sciences,False,closed,journal,False,English,GR,False
Scopus,Econometrics,2026-04-29,32,OpenAlex,https://openalex.org/W4214876558,https://doi.org/10.4324/9781003273905,The Art and Science of Econometrics,2022.0,book chapter,null/unknown,null/unknown,Ping Zong,null/unknown,0,2.0,0.2934,0.54006969,Advanced Statistical Modeling Techniques,Computer Networks and Communications,Computer Science,Physical Sciences,False,closed,null/unknown,False,English,null/unknown,False
Scopus,Econometrics,2026-04-29,34,OpenAlex,https://openalex.org/W2565111419,https://doi.org/10.3390/econometrics4040050,The Status of Bridge Principles in Applied Econometrics,2016.0,article,Econometrics,Multidisciplinary Digital Publishing Institute,Bernt P. Stigum,University of Oslo,10,3.0,0.0,0.12692353,Complex Systems and Time Series Analysis,Economics and Econometrics,"Economics, Econometrics and Finance",Social Sciences,True,gold,journal,False,English,NO,False
Scopus,Econometrics,2026-04-29,35,OpenAlex,https://openalex.org/W2107569324,https://doi.org/10.1080/02664763.2010.530388,Volatility and time series econometrics: essays in honor of Robert Engle,2010.0,article,Journal of Applied Statistics,Taylor & Francis,Long Kang,null/unknown,0,53.0,4.6516,0.94890766,Complex Systems and Time Series Analysis,Economics and Econometrics,"Economics, Econometrics and Finance",Social Sciences,True,bronze,journal,False,English,null/unknown,False
Scopus,Econometrics,2026-04-29,36,OpenAlex,https://openalex.org/W2083947854,https://doi.org/10.1002/wics.1342,The role of simulations in econometrics pedagogy,2014.0,review,Wiley Interdisciplinary Reviews Computational Statistics,Wiley,Anton Bekkerman,Montana State University,21,7.0,0.0,0.1053285,Data Analysis with R,Artificial Intelligence,Computer Science,Physical Sciences,False,closed,journal,False,English,US,False
Scopus,Econometrics,2026-04-29,37,OpenAlex,https://openalex.org/W1543208566,https://doi.org/10.1002/9780470996249,A Companion to Theoretical Econometrics,2003.0,book chapter,null/unknown,null/unknown,null/unknown,null/unknown,0,409.0,11.9157,0.98711755,Monetary Policy and Economic Impact,"General Economics, Econometrics and Finance","Economics, Econometrics and Finance",Social Sciences,False,closed,null/unknown,False,English,null/unknown,False
Scopus,Econometrics,2026-04-29,38,Semantic Scholar,null/unknown,https://doi.org/10.1145/3039895.3039896,Hansl: a DSL for econometrics,2017.0,null/unknown,RWDSL@CGO,null/unknown,A. Cottrell,null/unknown,8,2.0,null/unknown,null/unknown,Computer Science,null/unknown,null/unknown,null/unknown,True,open,null/unknown,null/unknown,null/unknown,null/unknown,null/unknown
Scopus,Econometrics,2026-04-29,39,Semantic Scholar,null/unknown,null/unknown,"Applied Financial Econometrics: Theory, Method and Applications",2021.0,null/unknown,null/unknown,null/unknown,Moinak Maiti,null/unknown,0,1.0,null/unknown,null/unknown,Economics,null/unknown,null/unknown,null/unknown,True,open,null/unknown,null/unknown,null/unknown,null/unknown,null/unknown
Scopus,Econometrics,2026-04-29,40,OpenAlex,https://openalex.org/W3122132213,https://doi.org/10.1017/s026646660707051x,WORLDWIDE ECONOMETRICS RANKINGS: 1989–2005,2007.0,article,Econometric Theory,Cambridge University Press,Badi H. Baltagi,Syracuse University,32,62.0,6.8024,0.96588925,"Income, Poverty, and Inequality",Sociology and Political Science,Social Sciences,Social Sciences,False,closed,journal,False,English,US,False
Scopus,Econometrics,2026-04-29,41,OpenAlex,https://openalex.org/W2895275353,https://doi.org/10.1002/9781119504641,Panel Data Econometrics with R,2018.0,book chapter,null/unknown,null/unknown,Yves Croissant; Giovanni Millo,Écologie Marine Tropicale des Océans Pacifique et Indien,0,224.0,21.6903,0.99285177,Spatial and Panel Data Analysis,Economics and Econometrics,"Economics, Econometrics and Finance",Social Sciences,False,closed,null/unknown,False,English,RE,False
Scopus,Econometrics,2026-04-29,42,OpenAlex,https://openalex.org/W4407727182,https://doi.org/10.1017/9781108910095,Financial Econometrics,2025.0,book chapter,Cambridge University Press eBooks,Cambridge University Press,Shuping Shi,Macquarie University,0,1.0,5.5499,0.93293386,Insurance and Financial Risk Management,Economics and Econometrics,"Economics, Econometrics and Finance",Social Sciences,False,closed,ebook platform,False,English,AU,False
Scopus,Econometrics,2026-04-29,43,Crossref,null/unknown,https://doi.org/10.4324/9780203486610,Econometrics,2004.0,book chapter,null/unknown,Routledge,Jan Tinbergen,null/unknown,0,3.0,null/unknown,null/unknown,null/unknown,null/unknown,null/unknown,null/unknown,null/unknown,null/unknown,null/unknown,null/unknown,null/unknown,null/unknown,null/unknown
Scopus,Econometrics,2026-04-29,44,OpenAlex,https://openalex.org/W2057754852,https://doi.org/10.1002/(sici)1099-1255(199907/08)14:4<423::aid-jae536>3.0.co;2-k,Applied econometrics rankings: 1989-1995,1999.0,article,Journal of Applied Econometrics,Wiley,Badi H. Baltagi,Texas A&M University,12,33.0,5.4343,0.96053003,"Auditing, Earnings Management, Governance",Accounting,"Business, Management and Accounting",Social Sciences,False,closed,journal,False,English,US,False
Scopus,Econometrics,2026-04-29,45,OpenAlex,https://openalex.org/W2080204167,https://doi.org/10.1080/00220485.2012.686782,The Status of Econometrics in the Economics Major: A Survey,2012.0,article,The Journal of Economic Education,Taylor & Francis,Bruce K. Johnson; John Perry; Marie Petkus,Centre College,20,34.0,10.6741,0.97866131,Innovations in Educational Methods,Education,Social Sciences,Social Sciences,False,closed,journal,False,English,US,False
Scopus,Econometrics,2026-04-29,46,OpenAlex,https://openalex.org/W2792331184,https://doi.org/10.1016/j.ecosta.2017.11.002,Model order selection in periodic long memory models,2018.0,article,Econometrics and Statistics,Elsevier BV,Christian Leschinski; Philipp Sibbertsen,Leibniz University Hannover,49,12.0,0.9363,0.7521063,Control Systems and Identification,Control and Systems Engineering,Engineering,Physical Sciences,False,closed,journal,False,English,DE,False
Scopus,Econometrics,2026-04-29,47,Semantic Scholar,null/unknown,https://doi.org/10.1057/9780230226203.3871,HEALTH ECONOMETRICS,2018.0,null/unknown,null/unknown,null/unknown,Andrew M. Jones,null/unknown,0,83.0,null/unknown,null/unknown,null/unknown,null/unknown,null/unknown,null/unknown,True,open,null/unknown,null/unknown,null/unknown,null/unknown,null/unknown
Scopus,Econometrics,2026-04-29,48,OpenAlex,https://openalex.org/W2069720271,https://doi.org/10.1080/14697688.2012.664935,Integer-valued Lévy processes and low latency financial econometrics,2012.0,article,Quantitative Finance,Taylor & Francis,Ole E. Barndorff–Nielsen; David G. Pollard; Neil Shephard,Aarhus University; New College; University of Oxford,71,69.0,8.1777,0.97666522,Stochastic processes and financial applications,Finance,"Economics, Econometrics and Finance",Social Sciences,True,gold,journal,False,English,DK; GB,False
Scopus,Econometrics,2026-04-29,49,OpenAlex,https://openalex.org/W1887134221,https://doi.org/10.1109/icams.2010.5553127,Notice of Retraction: Study on econometrics model of vehicle damage involved in road crashes,2010.0,article,null/unknown,null/unknown,Yanhui Fan; Huaping Jiang; Taocheng Deng,Shandong Jiaotong University,12,0.0,0.0,0.07375261,Traffic and Road Safety,"Safety, Risk, Reliability and Quality",Engineering,Physical Sciences,False,closed,null/unknown,False,English,CN,True
Scopus,Econometrics,2026-04-29,50,OpenAlex,https://openalex.org/W2009657726,https://doi.org/10.1215/00182702-1158790,Econometrics and Psychometrics: Rivers Out of Biometry,2011.0,article,History of Political Economy,Duke University Press,John Aldrich,University of Southampton,126,2.0,0.0,0.19723058,Philosophy and History of Science,History and Philosophy of Science,Arts and Humanities,Social Sciences,True,bronze,journal,False,English,GB,False
Scopus,Econometrics,2026-04-29,51,OpenAlex,https://openalex.org/W4245649958,https://doi.org/10.1017/9781316691137,Enjoyable Econometrics,2018.0,book chapter,Cambridge University Press eBooks,Cambridge University Press,Philip Hans Franses,Erasmus University Rotterdam,0,5.0,0.6376,0.80711329,Economic Theory and Institutions,Economics and Econometrics,"Economics, Econometrics and Finance",Social Sciences,False,closed,ebook platform,False,English,NL,False
Scopus,Econometrics,2026-04-29,52,OpenAlex,https://openalex.org/W2608123916,https://doi.org/10.1080/17421772.2017.1305588,"Contemporary developments in spatial econometrics modelling: the 14th International Workshop on Spatial Econometrics and Statistics, Paris 2015",2017.0,article,Spatial Economic Analysis,Routledge,Bernard Fingleton; Alain Pirotte,University of Cambridge; Université Paris-Panthéon-Assas; Université Paris 1 Panthéon-Sorbonne,46,2.0,1.3798,0.90178689,Spatial and Panel Data Analysis,Economics and Econometrics,"Economics, Econometrics and Finance",Social Sciences,True,bronze,journal,False,English,GB; FR,False
Scopus,Econometrics,2026-04-29,53,OpenAlex,https://openalex.org/W2336168678,https://doi.org/10.1080/23322039.2016.1170096,Improving the teaching of econometrics,2016.0,article,Cogent Economics & Finance,Cogent OA,David F. Hendry; Grayham E. Mizon,New College; University of Oxford; University of Southampton,127,7.0,0.0,0.04454439,Monetary Policy and Economic Impact,"General Economics, Econometrics and Finance","Economics, Econometrics and Finance",Social Sciences,True,gold,journal,False,English,GB,False
Scopus,Econometrics,2026-04-29,54,OpenAlex,https://openalex.org/W563824322,null/unknown,Financial Econometrics: From Basics to Advanced Modeling Techniques,2006.0,book chapter,Medical Entomology and Zoology,Japan Society of Medical Entomology and Zoology,Svetlozar T. Rachev,null/unknown,2,145.0,2.3775,0.91031941,Financial Risk and Volatility Modeling,Finance,"Economics, Econometrics and Finance",Social Sciences,False,closed,journal,False,English,null/unknown,False
Scopus,Econometrics,2026-04-29,55,OpenAlex,https://openalex.org/W1984575653,https://doi.org/10.1002/jae.927,Teaching undergraduate econometrics with GRETL,2006.0,article,Journal of Applied Econometrics,Wiley,J. Wilson Mixon; Ryan J. Smith,Berry College,9,29.0,2.2319,0.89693388,Monetary Policy and Economic Impact,"General Economics, Econometrics and Finance","Economics, Econometrics and Finance",Social Sciences,False,closed,journal,False,English,US,False
Scopus,Econometrics,2026-04-29,56,OpenAlex,https://openalex.org/W3004035819,https://doi.org/10.1142/9789813278387_0006,Spatial Econometrics in Electricity Markets Research,2020.0,book chapter,WORLD SCIENTIFIC eBooks,World Scientific,Rita De Siano; Alessandro Sapio,Parthenope University of Naples,0,6.0,10.2487,0.98132191,Spatial and Panel Data Analysis,Economics and Econometrics,"Economics, Econometrics and Finance",Social Sciences,False,closed,ebook platform,False,English,IT,False
Scopus,Econometrics,2026-04-29,57,OpenAlex,https://openalex.org/W1998780854,https://doi.org/10.1080/00220480109595177,Bootstrapping Student Understanding of What is Going on in Econometrics,2001.0,article,The Journal of Economic Education,Taylor & Francis,Peter Kennedy,Simon Fraser University,25,14.0,0.4,0.62199164,Statistics Education and Methodologies,Statistics and Probability,Mathematics,Physical Sciences,False,closed,journal,False,English,CA,False
Scopus,Econometrics,2026-04-29,58,OpenAlex,https://openalex.org/W4386426598,https://doi.org/10.3386/w31632,Hidden Figures: Uncovering Quantities Behind Zeros with Econometrics,2023.0,report,National Bureau of Economic Research,null/unknown,Anirban Basu,National Bureau of Economic Research; University of Washington,36,0.0,null/unknown,null/unknown,Forecasting Techniques and Applications,Management Science and Operations Research,Decision Sciences,Social Sciences,True,green,repository,False,English,US,False
Scopus,Econometrics,2026-04-29,59,OpenAlex,https://openalex.org/W1980777545,https://doi.org/10.1016/j.jeconom.2015.03.019,Frontiers in Time Series and Financial Econometrics: An overview,2015.0,article,Journal of Econometrics,Elsevier BV,Shiqing Ling; Michael McAleer; Howell Tong,Hong Kong University of Science and Technology; Universidad Complutense de Madrid; Tinbergen Institute; National Tsing Hua University; Erasmus University Rotterdam; London School of Economics and Political Science,29,10.0,0.9813,0.80589874,Financial Risk and Volatility Modeling,Finance,"Economics, Econometrics and Finance",Social Sciences,True,green,journal,False,English,HK; ES; NL; TW; GB,False
Scopus,Econometrics,2026-04-29,60,OpenAlex,https://openalex.org/W1976299847,https://doi.org/10.3917/rep.173.0431,Challenges in the teaching of econometrics : the lesson of Pietro Balestra,2007.0,article,Revue d économie politique,Editions Dalloz,Patrick Gagliardini,null/unknown,9,4.0,2.0887,0.91147962,Complex Systems and Time Series Analysis,Economics and Econometrics,"Economics, Econometrics and Finance",Social Sciences,True,bronze,journal,False,French,null/unknown,False
Scopus,Econometrics,2026-04-29,61,OpenAlex,https://openalex.org/W4402354433,https://doi.org/10.1063/5.0226322,Bibliometric analysis of econometrics research in the last ten years (2013-2022),2024.0,article,AIP conference proceedings,American Institute of Physics,H. Herawati; H. Hartatik; Iskandar Iskandar; Riska Rosdiana; Devy Sofyanty; Dwi Bambang Putut Setiyadi,Universitas Muara Bungo; Sebelas Maret University; Universitas Krisnadwipayana; Universitas Widya Dharma Klaten,36,1.0,1.307,0.81778216,Economic and Technological Developments in Russia,Development,Social Sciences,Social Sciences,False,closed,journal,False,English,ID,True
Scopus,Econometrics,2026-04-29,62,OpenAlex,https://openalex.org/W1540047418,https://doi.org/10.1002/9781118182635.efm0058,Scope and Methods of Financial Econometrics,2012.0,other,Encyclopedia of Financial Models,null/unknown,Sergio M. Focardi; Frank J. Fabozzi,Ecole des Hautes Etudes Commerciales du Nord,3,1.0,null/unknown,null/unknown,Complex Systems and Time Series Analysis,Economics and Econometrics,"Economics, Econometrics and Finance",Social Sciences,False,closed,journal,False,English,FR,False
Scopus,Econometrics,2026-04-29,63,OpenAlex,https://openalex.org/W4233117671,https://doi.org/10.1007/978-3-030-73249-3,Advances in Contemporary Statistics and Econometrics,2021.0,book chapter,null/unknown,null/unknown,"Abdelaati Daouia; Anne Ruiz‐Gazen; Thomas-Agnan, Christine",Toulouse School of Economics,0,17.0,1.6527,0.9086444,Geochemistry and Geologic Mapping,Artificial Intelligence,Computer Science,Physical Sciences,False,closed,null/unknown,False,English,FR,False
Scopus,Econometrics,2026-04-29,64,OpenAlex,https://openalex.org/W3083420899,https://doi.org/10.3390/econometrics8030036,"Teaching Graduate (and Undergraduate) Econometrics: Some Sensible Shifts to Improve Efficiency, Effectiveness, and Usefulness",2020.0,article,Econometrics,Multidisciplinary Digital Publishing Institute,Jeremy Arkes,Naval Postgraduate School,69,5.0,1.4681,0.88251003,"Income, Poverty, and Inequality",Sociology and Political Science,Social Sciences,Social Sciences,True,gold,journal,False,English,US,False
Scopus,Econometrics,2026-04-29,65,OpenAlex,https://openalex.org/W1524421389,https://doi.org/10.1017/s0266466602182120,ON A PARTITIONED INVERSION FORMULA HAVING USEFUL APPLICATIONS IN ECONOMETRICS,2002.0,article,Econometric Theory,Cambridge University Press,Mario Faliva; Maria Grazia Zoia,University of Milan,0,1.0,0.0,0.14362527,Monetary Policy and Economic Impact,"General Economics, Econometrics and Finance","Economics, Econometrics and Finance",Social Sciences,False,closed,journal,False,English,IT,False
