system,query word,query datetime,rank,dataset,openalex id,doi,title,year,type,publication venue,publisher,authors,institutions,reference,cited by,fwci,citation percentile (by year/subfield),primary topic,primary subfield,primary field,primary domain,is oa,open access status,source type,retracted,language,country,from global south
Scopus,Machine Translation,2026-04-29,12,OpenAlex,https://openalex.org/W3204448004,https://doi.org/10.1155/2021/3539155,Design and Testing of Automatic Machine Translation System Based on Chinese-English Phrase Translation,2021.0,article,Mobile Information Systems,IOS Press,Jing Ning; Haidong Ban,Xijing University,10,7.0,0.8396,0.79150498,Fuzzy Logic and Control Systems,Artificial Intelligence,Computer Science,Physical Sciences,True,hybrid,journal,False,English,CN,True
Scopus,Machine Translation,2026-04-29,13,OpenAlex,https://openalex.org/W2774278697,https://doi.org/10.16511/j.cnki.qhdxxb.2017.22.054,Performance comparison of neural machinetranslation systems in Uyghur-Chinese translation,2017.0,article,Journal of Tsinghua University(Science and Technology),Tsinghua University Press,Liu Yang Halidanmu Abudukelimu,null/unknown,0,3.0,0.4157,0.73812168,Natural Language Processing Techniques,Artificial Intelligence,Computer Science,Physical Sciences,False,closed,journal,False,English,null/unknown,False
Scopus,Machine Translation,2026-04-29,14,OpenAlex,https://openalex.org/W4394783881,https://doi.org/10.1007/s10639-024-12650-x,Understanding machine translation fit for language learning: The mediating effect of machine translation literacy,2024.0,article,Education and Information Technologies,Springer Science+Business Media,Yanxia Yang,Nanjing Agricultural University,62,6.0,5.9376,0.95989721,Technology Adoption and User Behaviour,Information Systems and Management,Decision Sciences,Social Sciences,False,closed,journal,False,English,CN,True
Scopus,Machine Translation,2026-04-29,15,OpenAlex,https://openalex.org/W4392254153,https://doi.org/10.1145/3639479.3639506,Research on Tibetan-Chinese Neural Machine Translation Integrating Statistical Method,2023.0,article,null/unknown,null/unknown,Maoxian Zhou,Qinghai Normal University,2,2.0,0.7097,0.74314224,Cancer-related molecular mechanisms research,Cancer Research,"Biochemistry, Genetics and Molecular Biology",Life Sciences,False,closed,null/unknown,False,English,CN,True
Scopus,Machine Translation,2026-04-29,16,OpenAlex,https://openalex.org/W4220696099,https://doi.org/10.1155/2022/2710662,Chinese Translation Errors in English Machine Translation Based on Wireless Sensor Network Communication Algorithm,2022.0,article,Wireless Communications and Mobile Computing,Wiley,Jinshun Long; Jun He,Jimei University; Jinggangshan University,15,2.0,0.2775,0.60699048,Educational Technology and Pedagogy,Artificial Intelligence,Computer Science,Physical Sciences,True,hybrid,journal,False,English,CN,True
Scopus,Machine Translation,2026-04-29,19,OpenAlex,https://openalex.org/W4391436084,https://doi.org/10.1504/ijris.2023.136364,Study on machine English translation error identification based on naive Bayesian algorithm,2023.0,article,International Journal of Reasoning-based Intelligent Systems,Inderscience Publishers,Zhong‐Ping Yao,Jiujiang University,0,2.0,0.9178,0.82289556,Educational Technology and Assessment,Information Systems,Computer Science,Physical Sciences,False,closed,journal,False,English,CN,True
Scopus,Machine Translation,2026-04-29,21,OpenAlex,https://openalex.org/W3004128333,https://doi.org/10.4324/9781315147536,The Human Factor in Machine Translation,2018.0,book chapter,null/unknown,null/unknown,null/unknown,null/unknown,0,14.0,0.7764,0.82415902,Natural Language Processing Techniques,Artificial Intelligence,Computer Science,Physical Sciences,False,closed,null/unknown,False,English,null/unknown,False
Scopus,Machine Translation,2026-04-29,22,OpenAlex,https://openalex.org/W4389064723,https://doi.org/10.1016/j.procs.2023.11.047,English Machine translation System Based on Neural Network Algorithm,2023.0,article,Procedia Computer Science,Elsevier BV,Suxia Lei; You Li,University of Electronic Science and Technology of China,27,17.0,2.9228,0.92849208,Educational Technology and Pedagogy,Artificial Intelligence,Computer Science,Physical Sciences,True,diamond,journal,False,English,CN,True
Scopus,Machine Translation,2026-04-29,24,OpenAlex,https://openalex.org/W3148271464,https://doi.org/10.1155/2021/5564705,Translation Mechanism of Neural Machine Algorithm for Online English Resources,2021.0,article,Complexity,Hindawi Publishing Corporation,Yanping Ye,Xi'an University of Finance and Economics,26,9.0,1.1194,0.81819962,Natural Language Processing Techniques,Artificial Intelligence,Computer Science,Physical Sciences,True,gold,journal,False,English,CN,True
Scopus,Machine Translation,2026-04-29,25,OpenAlex,https://openalex.org/W4388720957,https://doi.org/10.1109/icise60366.2023.00116,Breakthroughs and Challenges of Machine Translation in the Era of Artificial Intelligence,2023.0,article,null/unknown,null/unknown,Rong Xu,Wuhan Donghu University,1,1.0,0.1746,0.57601664,Natural Language Processing Techniques,Artificial Intelligence,Computer Science,Physical Sciences,False,closed,null/unknown,False,English,CN,True
Scopus,Machine Translation,2026-04-29,27,OpenAlex,https://openalex.org/W3006978064,https://doi.org/10.1007/978-981-15-3250-4_90,The Development of Machine Translation in Big Data Era,2020.0,book chapter,Lecture notes in electrical engineering,Springer Science+Business Media,Yanhui Wu; Shaosen Cao,Anhui Polytechnic University; Anhui University of Finance and Economics,5,0.0,0.0,0.03446292,Natural Language Processing Techniques,Artificial Intelligence,Computer Science,Physical Sciences,False,closed,book series,False,English,CN,True
Scopus,Machine Translation,2026-04-29,29,OpenAlex,https://openalex.org/W7131242632,https://doi.org/10.1556/084.2026.01199,"Referential explicitation in translations by large language models, neural machine translation system, and human translators across genres",2026.0,article,Across Languages and Cultures,Akadémiai Kiadó,Zhaoxia Liu; Guangyuan Yao,Shanghai Jiao Tong University; Central South University,52,0.0,0.0,0.35197837,Translation Studies and Practices,Language and Linguistics,Arts and Humanities,Social Sciences,False,closed,journal,False,null/unknown,CN,True
Scopus,Machine Translation,2026-04-29,30,OpenAlex,https://openalex.org/W2160464956,https://doi.org/10.1109/iceccs.2001.930184,Parallel machine translation: principles and practice,2002.0,article,null/unknown,null/unknown,Fuji Ren; Hongchi Shi,Tokushima University; University of Missouri,22,13.0,1.2507,0.83628155,Natural Language Processing Techniques,Artificial Intelligence,Computer Science,Physical Sciences,False,closed,null/unknown,False,English,JP; US,False
Scopus,Machine Translation,2026-04-29,31,Semantic Scholar,null/unknown,null/unknown,Bilingual corpus based machine translation research on key technologies,2014.0,null/unknown,null/unknown,null/unknown,Zhen Li; Changhan Zhao,null/unknown,4,0.0,null/unknown,null/unknown,Computer Science,null/unknown,null/unknown,null/unknown,True,open,null/unknown,null/unknown,null/unknown,null/unknown,null/unknown
Scopus,Machine Translation,2026-04-29,32,OpenAlex,https://openalex.org/W2093060750,https://doi.org/10.3991/ijoe.v9is4.2720,Research on Sino-Tibetan Machine Translation Based on the Reusing of Domain Ontology,2013.0,article,International Journal of Online and Biomedical Engineering (iJOE),null/unknown,Xiaodong Yan; Xiaobing Zhao,Minzu University of China,2,3.0,0.9618,0.82632191,Semantic Web and Ontologies,Artificial Intelligence,Computer Science,Physical Sciences,True,gold,journal,False,English,CN,True
Scopus,Machine Translation,2026-04-29,33,OpenAlex,https://openalex.org/W3066804059,https://doi.org/10.1051/e3sconf/202018401061,A Survey on Hybrid Machine Translation,2020.0,article,E3S Web of Conferences,EDP Sciences,Anusha Anugu; Gajula Ramesh,P.V. Narsimha Rao Telangana Veterinary University; English and Foreign Languages University,18,6.0,0.408,0.69629943,Natural Language Processing Techniques,Artificial Intelligence,Computer Science,Physical Sciences,True,diamond,journal,False,English,IN,True
Scopus,Machine Translation,2026-04-29,35,OpenAlex,https://openalex.org/W4386920177,https://doi.org/10.1109/icdsns58469.2023.10245959,Application of Multi-objective Optimization Routing Algorithm in Machine Automatic Translation Quality Evaluation Model,2023.0,article,null/unknown,null/unknown,Bo Wang,null/unknown,20,0.0,0.0,0.11719656,Natural Language Processing Techniques,Artificial Intelligence,Computer Science,Physical Sciences,False,closed,null/unknown,False,English,null/unknown,False
Scopus,Machine Translation,2026-04-29,36,OpenAlex,https://openalex.org/W4406460317,https://doi.org/10.1109/icdacai65086.2024.00020,Neural Machine Translation Based on Multi Translation Parallel Corpus,2024.0,article,null/unknown,null/unknown,Lin Wei,Wuhan Technology and Business University,4,0.0,0.0,0.23753562,Natural Language Processing Techniques,Artificial Intelligence,Computer Science,Physical Sciences,False,closed,null/unknown,False,English,CN,True
Scopus,Machine Translation,2026-04-29,37,OpenAlex,https://openalex.org/W3152052241,https://doi.org/10.48550/arxiv.2104.03543,Extended Parallel Corpus for Amharic-English Machine Translation,2021.0,preprint,arXiv (Cornell University),Cornell University,Andargachew Mekonnen Gezmu; Andreas Nürnberger; Tesfaye Bayu Bati,null/unknown,18,5.0,0.5553,null/unknown,Natural Language Processing Techniques,Artificial Intelligence,Computer Science,Physical Sciences,True,green,null/unknown,False,English,null/unknown,False
Scopus,Machine Translation,2026-04-29,38,Semantic Scholar,null/unknown,https://doi.org/10.1515/9783110802474,Machine translation and translation theory,1997.0,null/unknown,null/unknown,null/unknown,C. Hauenschild; S. Heizmann,null/unknown,0,19.0,null/unknown,null/unknown,Computer Science,null/unknown,null/unknown,null/unknown,True,open,null/unknown,null/unknown,null/unknown,null/unknown,null/unknown
Scopus,Machine Translation,2026-04-29,39,OpenAlex,https://openalex.org/W2576968057,https://doi.org/10.1109/icrcicn.2016.7813653,Empirical survey of machine translation tools,2016.0,article,null/unknown,null/unknown,Sunita Chand,University of Delhi,21,28.0,4.7132,0.95498085,Natural Language Processing Techniques,Artificial Intelligence,Computer Science,Physical Sciences,False,closed,null/unknown,False,English,IN,True
Scopus,Machine Translation,2026-04-29,41,OpenAlex,https://openalex.org/W4327499831,https://doi.org/10.1109/icerect56837.2022.10060519,Reflection on the Machine Translation and Human Translation in the Age of Artificial Intelligence,2022.0,article,null/unknown,null/unknown,Qinghua Ai,null/unknown,16,3.0,0.2651,0.63462736,Natural Language Processing Techniques,Artificial Intelligence,Computer Science,Physical Sciences,False,closed,null/unknown,False,English,null/unknown,False
Scopus,Machine Translation,2026-04-29,42,OpenAlex,https://openalex.org/W4281741710,https://doi.org/10.1007/s11063-022-10835-4,A Comprehensive Survey on Various Fully Automatic Machine Translation Evaluation Metrics,2022.0,article,Neural Processing Letters,Springer Science+Business Media,Shweta Chauhan; Philemon Daniel,National Institute of Technology Hamirpur,79,58.0,7.2132,0.97486001,Natural Language Processing Techniques,Artificial Intelligence,Computer Science,Physical Sciences,False,closed,journal,False,English,IN,True
Scopus,Machine Translation,2026-04-29,43,Semantic Scholar,null/unknown,null/unknown,A Comparative Study on the Translation Quality of Specialized and General Machine Translation Outputs,2020.0,null/unknown,IEEE International Conference on Consumer Electronics,null/unknown,Xioahan Yu; Guangming Yu; Zhiyang Liu; Chunping Zheng,null/unknown,0,0.0,null/unknown,null/unknown,Computer Science,null/unknown,null/unknown,null/unknown,True,open,null/unknown,null/unknown,null/unknown,null/unknown,null/unknown
Scopus,Machine Translation,2026-04-29,44,OpenAlex,https://openalex.org/W4296710727,https://doi.org/10.1155/2022/4974579,Machine English Translation Evaluation System Based on BP Neural Network Algorithm,2022.0,article,Computational Intelligence and Neuroscience,Hindawi Publishing Corporation,Yanlin Han; Meng Shao-xiu,Zhangjiakou Academy of Agricultural Sciences,26,6.0,0.8332,0.77884166,Natural Language Processing Techniques,Artificial Intelligence,Computer Science,Physical Sciences,True,hybrid,journal,True,English,CN,True
Scopus,Machine Translation,2026-04-29,45,OpenAlex,https://openalex.org/W4319430384,https://doi.org/10.1109/icmnwc56175.2022.10031762,English Machine Translation System based on Human-Computer Interaction Algorithm,2022.0,article,2022 IEEE 2nd International Conference on Mobile Networks and Wireless Communications (ICMNWC),null/unknown,Xiaoxue Fu,Xi'an Jiaotong University,12,0.0,0.0,0.20270416,Natural Language Processing Techniques,Artificial Intelligence,Computer Science,Physical Sciences,False,closed,conference,False,English,CN,True
Scopus,Machine Translation,2026-04-29,46,OpenAlex,https://openalex.org/W4401103386,https://doi.org/10.1007/978-3-031-63136-8_2,Machine Translation Based on Neural Network: A Case Study of Est Translation,2024.0,book chapter,"Lecture notes of the Institute for Computer Sciences, Social Informatics and Telecommunications Engineering",null/unknown,Hui Wang,Dalian Neusoft University of Information,7,1.0,0.802,0.71439965,Natural Language Processing Techniques,Artificial Intelligence,Computer Science,Physical Sciences,False,closed,journal,False,English,CN,True
Scopus,Machine Translation,2026-04-29,47,OpenAlex,https://openalex.org/W2027317339,https://doi.org/10.1109/iita-grs.2010.5604108,Study and implementation on key techniques for an example based machine translation system,2010.0,article,null/unknown,null/unknown,Ying Li,Soochow University,12,1.0,0.0,0.09767711,Natural Language Processing Techniques,Artificial Intelligence,Computer Science,Physical Sciences,False,closed,null/unknown,False,English,CN,True
Scopus,Machine Translation,2026-04-29,49,Semantic Scholar,null/unknown,https://doi.org/10.1109/NNICE58320.2023.10105743,Machine Translation Based on Syntactic Structure,2023.0,null/unknown,"2023 3rd International Conference on Neural Networks, Information and Communication Engineering (NNICE)",null/unknown,Xiangjun Zhou; Siling Zhang,null/unknown,18,0.0,null/unknown,null/unknown,null/unknown,null/unknown,null/unknown,null/unknown,True,open,null/unknown,null/unknown,null/unknown,null/unknown,null/unknown
Scopus,Machine Translation,2026-04-29,50,OpenAlex,https://openalex.org/W4411225989,https://doi.org/10.1063/5.0265462,A real time multiple text translation for technical writing using natural language processing compared with neural machine translation and hybrid machine translation algorithm to improve accuracy,2025.0,article,AIP conference proceedings,American Institute of Physics,V. Yuvasree; G. Mary Valantina,Saveetha University,28,0.0,0.0,0.07131257,Natural Language Processing Techniques,Artificial Intelligence,Computer Science,Physical Sciences,False,closed,journal,False,English,IN,True
Scopus,Machine Translation,2026-04-29,51,OpenAlex,https://openalex.org/W4412626572,https://doi.org/10.1117/12.3068332,Research on English text summarization and machine translation technology based on machine learning,2025.0,article,null/unknown,null/unknown,Xunshan Zheng,null/unknown,0,0.0,0.0,0.09925296,Natural Language Processing Techniques,Artificial Intelligence,Computer Science,Physical Sciences,False,closed,null/unknown,False,English,null/unknown,False
Scopus,Machine Translation,2026-04-29,52,OpenAlex,https://openalex.org/W6969353015,https://doi.org/10.5281/zenodo.6759976,Human and machine translation,2022.0,book chapter,Zenodo (CERN European Organization for Nuclear Research),European Organization for Nuclear Research,"Kenny, Dorothy",Dublin City University,0,3.0,3.3667,0.95092434,Translation Studies and Practices,Language and Linguistics,Arts and Humanities,Social Sciences,True,green,null/unknown,null/unknown,null/unknown,null/unknown,null/unknown
Scopus,Machine Translation,2026-04-29,55,OpenAlex,https://openalex.org/W3127825258,https://doi.org/10.1109/taslp.2021.3057831,Neural Machine Translation With Explicit Phrase Alignment,2021.0,article,IEEE/ACM Transactions on Audio Speech and Language Processing,Institute of Electrical and Electronics Engineers,Jiacheng Zhang; Huanbo Luan; Maosong Sun; Feifei Zhai; Jingfang Xu; Yang Liu,Tsinghua University; Sohu (China); Beijing Academy of Artificial Intelligence; National Engineering Research Center for Information Technology in Agriculture; The Synergetic Innovation Center for Advanced Materials,48,26.0,2.7997,0.91840587,Natural Language Processing Techniques,Artificial Intelligence,Computer Science,Physical Sciences,False,closed,journal,False,English,CN,True
Scopus,Machine Translation,2026-04-29,56,OpenAlex,https://openalex.org/W3047397334,https://doi.org/10.1007/s42979-021-00723-4,A Survey of Orthographic Information in Machine Translation,2021.0,article,SN Computer Science,Springer Nature,Bharathi Raja Chakravarthi; Priya Rani; Mihael Arčan; John P. McCrae,Ollscoil na Gaillimhe – University of Galway,208,31.0,3.0785,0.92609036,Natural Language Processing Techniques,Artificial Intelligence,Computer Science,Physical Sciences,True,hybrid,journal,False,English,IE,False
Scopus,Machine Translation,2026-04-29,57,OpenAlex,https://openalex.org/W3196945348,null/unknown,融合XLM词语表示的神经机器译文自动评价方法(Neural Automatic Evaluation of Machine Translation Method Combined with XLM Word Representation),2021.0,article,null/unknown,null/unknown,Wei Hu; Maoxi Li; Bailian Qiu; Mingwen Wang,null/unknown,0,0.0,0.0,0.12217445,Natural Language Processing Techniques,Artificial Intelligence,Computer Science,Physical Sciences,False,closed,null/unknown,False,English,null/unknown,False
Scopus,Machine Translation,2026-04-29,59,OpenAlex,https://openalex.org/W4407214516,https://doi.org/10.1109/gccit63234.2024.10861949,Research on Automatic Error Recognition of Machine English Translation Based on Multi-feature Fusion,2024.0,article,null/unknown,null/unknown,Qin Qiufen,null/unknown,12,0.0,0.0,0.24751693,Natural Language Processing Techniques,Artificial Intelligence,Computer Science,Physical Sciences,False,closed,null/unknown,False,English,null/unknown,False
Scopus,Machine Translation,2026-04-29,60,OpenAlex,https://openalex.org/W3208097264,https://doi.org/10.1007/978-3-030-89508-2_14,Analysis of the Drawbacks of English-Chinese Intelligent Machine Translation Based on Deep Learning,2021.0,book chapter,Lecture notes on data engineering and communications technologies,Springer International Publishing,Hongmei Li; Wei Xiong,Leshan Normal University,11,4.0,0.3585,0.61038827,Natural Language Processing Techniques,Artificial Intelligence,Computer Science,Physical Sciences,False,closed,book series,False,English,CN,True
Scopus,Machine Translation,2026-04-29,61,OpenAlex,https://openalex.org/W3217479434,https://doi.org/10.1145/3482632.3484009,Research on Machine Translation and Computer Aided Translation Based on Cloud Computing,2021.0,article,null/unknown,null/unknown,Xiaohui Zhang,Sanya University,8,1.0,0.136,0.57133341,Natural Language Processing Techniques,Artificial Intelligence,Computer Science,Physical Sciences,False,closed,null/unknown,False,English,CN,True
Scopus,Machine Translation,2026-04-29,62,OpenAlex,https://openalex.org/W2978152272,https://doi.org/10.1007/978-981-13-9406-5_5,A Practice on Neural Machine Translation from Indonesian to Chinese,2019.0,book chapter,Advances in intelligent systems and computing,Springer Nature,Lin Bai; Wuying Liu,Guangdong University of Foreign Studies,4,2.0,0.5513,0.69645349,Natural Language Processing Techniques,Artificial Intelligence,Computer Science,Physical Sciences,False,closed,book series,False,English,CN,True
Scopus,Machine Translation,2026-04-29,63,OpenAlex,https://openalex.org/W2767132955,https://doi.org/10.1109/icitech.2017.8079994,A technical reading in statistical and neural machines translation (SMT &amp; NMT),2017.0,article,null/unknown,null/unknown,Zakaria El Maazouzi; Badr Eddine El Mohajir; Mohammed Al Achhab,Abdelmalek Essaâdi University,53,1.0,0.195,0.63271464,Natural Language Processing Techniques,Artificial Intelligence,Computer Science,Physical Sciences,False,closed,null/unknown,False,English,MA,True
Scopus,Machine Translation,2026-04-29,64,Semantic Scholar,null/unknown,https://doi.org/10.1109/AICIT59054.2023.10277892,Review of Machine Translation,2023.0,null/unknown,2023 2nd International Conference on Artificial Intelligence and Computer Information Technology (AICIT),null/unknown,Meng-Lin Chen; Yucun Wang; Hongxiang Yang,null/unknown,23,1.0,null/unknown,null/unknown,null/unknown,null/unknown,null/unknown,null/unknown,True,open,null/unknown,null/unknown,null/unknown,null/unknown,null/unknown
Scopus,Machine Translation,2026-04-29,65,OpenAlex,https://openalex.org/W4395008569,https://doi.org/10.59400/fls.v6i2.1189,Comparative assessment of Bing Translator and Youdao Machine Translation Systems in English-to-Chinese literary text translation,2024.0,article,Forum for Linguistic Studies,null/unknown,Linli He; Mozhgan Ghassemiazghandi; Ilangko Subramaniam,Universiti Sains Malaysia,20,1.0,2.863,0.87443197,Translation Studies and Practices,Language and Linguistics,Arts and Humanities,Social Sciences,True,diamond,journal,False,English,MY,True
Scopus,Machine Translation,2026-04-29,66,OpenAlex,https://openalex.org/W3203141515,https://doi.org/10.1007/978-981-16-5857-0_111,Comparative Analysis of Machine Translation and Human Translation Under the Background of Internet,2021.0,book chapter,Lecture notes on data engineering and communications technologies,Springer International Publishing,Hongxia Dai,Nanchang Institute of Science & Technology,3,6.0,10.3928,0.98253083,Translation Studies and Practices,Language and Linguistics,Arts and Humanities,Social Sciences,False,closed,book series,False,English,CN,True
Scopus,Machine Translation,2026-04-29,67,OpenAlex,https://openalex.org/W4403127774,https://doi.org/10.1109/icnlp60986.2024.10692780,A Survey of Research and Application of NLP-based Machine Translation,2024.0,article,null/unknown,null/unknown,Youyao Liu; Yuechi Ma; Sicong Zhou; Xun Luo,Xi’an University of Posts and Telecommunications,7,2.0,0.7274,0.7657274,Natural Language Processing Techniques,Artificial Intelligence,Computer Science,Physical Sciences,False,closed,null/unknown,False,English,CN,True
Scopus,Machine Translation,2026-04-29,70,Semantic Scholar,null/unknown,null/unknown,A Survey report on Evolution of Machine Translation,2016.0,null/unknown,null/unknown,null/unknown,Sreelekha S; P. Bhattacharyya; K. Jha,null/unknown,15,11.0,null/unknown,null/unknown,null/unknown,null/unknown,null/unknown,null/unknown,True,open,null/unknown,null/unknown,null/unknown,null/unknown,null/unknown
Scopus,Machine Translation,2026-04-29,71,OpenAlex,https://openalex.org/W4285304451,https://doi.org/10.1007/978-3-031-05237-8_91,Design of Automatic Machine Translation System Based on Fuzzy Algorithm,2022.0,book chapter,Lecture notes on data engineering and communications technologies,Springer International Publishing,Ruichao Li,null/unknown,10,2.0,0.6858,0.70955279,Natural Language Processing Techniques,Artificial Intelligence,Computer Science,Physical Sciences,False,closed,book series,False,English,null/unknown,False
Scopus,Machine Translation,2026-04-29,72,OpenAlex,https://openalex.org/W4413322499,https://doi.org/10.1109/icnlp65360.2025.11108670,A Review on Research and Applications of Machine Translation,2025.0,article,null/unknown,null/unknown,Hua Lu; Yuechi Ma; Hao Guo; Lulu Yang,Xi’an University of Posts and Telecommunications,14,0.0,0.0,0.12201501,Natural Language Processing Techniques,Artificial Intelligence,Computer Science,Physical Sciences,False,closed,null/unknown,False,English,CN,True
Scopus,Machine Translation,2026-04-29,73,OpenAlex,https://openalex.org/W4403076886,https://doi.org/10.1007/978-981-97-4228-8_14,Corpus-Based Machine Translation for English to Low-Resource Language Using OpenNMT,2024.0,book chapter,Lecture notes in networks and systems,Springer International Publishing,Mohatesham Pasha Quadri; Pradeep Kumar,Maulana Azad National Urdu University; National Institute of Technology Patna,10,2.0,1.604,0.85121825,Natural Language Processing Techniques,Artificial Intelligence,Computer Science,Physical Sciences,False,closed,book series,False,English,IN,True
Scopus,Machine Translation,2026-04-29,74,OpenAlex,https://openalex.org/W4407719248,https://doi.org/10.1007/978-981-96-2292-4_9,HW-TSC’s Submission to the CCMT 2024 Machine Translation Tasks,2025.0,book chapter,Communications in computer and information science,Springer Science+Business Media,Zhanglin Wu; Yuanchang Luo; Daimeng Wei; Jiawei Zheng; Bin Wei; Zongyao Li; Hengchao Shang; Jiaxin Guo; Shaojun Li; Weidong Zhang; Ning Xie; Hao Yang,Huawei Technologies (China),31,1.0,4.1459,0.8950583,Natural Language Processing Techniques,Artificial Intelligence,Computer Science,Physical Sciences,False,closed,book series,False,English,CN,True
Scopus,Machine Translation,2026-04-29,75,OpenAlex,https://openalex.org/W7123339121,https://doi.org/10.1109/etecom66111.2025.11319038,Advancing English-Dogri Machine Translation: A Comparative Study of SMT and NMT Approaches,2025.0,article,null/unknown,null/unknown,Parveen Rana; Aadil Ahmad Lawaye; Mansoor Farooq,Baba Ghulam Shah Badshah University; University of Bahrain,0,0.0,0.0,0.83790196,Natural Language Processing Techniques,Artificial Intelligence,Computer Science,Physical Sciences,False,closed,null/unknown,False,null/unknown,IN; BH,True
