system,query word,query datetime,rank,dataset,openalex id,doi,title,year,type,publication venue,publisher,authors,institutions,reference,cited by,fwci,citation percentile (by year/subfield),primary topic,primary subfield,primary field,primary domain,is oa,open access status,source type,retracted,language,country,from global south
Web of Science,Econometrics,2026-04-29,13,OpenAlex,https://openalex.org/W2107293161,,The Contribution of Econometrics to the Management of the Enterprise,2012.0,preprint,HAL (Le Centre pour la Communication Scientifique Directe),Centre National de la Recherche Scientifique,Régis Bourbonnais; Magda Mara Maftei,Laboratoire d’Economie de Dauphine; University of Bucharest,6,2.0,,,Complex Systems and Time Series Analysis,Economics and Econometrics,"Economics, Econometrics and Finance",Social Sciences,false,closed,repository,false,French,FR; RO,true
Web of Science,Econometrics,2026-04-29,14,OpenAlex,https://openalex.org/W4386953929,https://doi.org/10.1177/1536867x231196497,"Review of Environmental Econometrics Using Stata, by Christopher F. Baum and Stan Hurn",2023.0,article,The Stata Journal Promoting communications on statistics and Stata,SAGE Publishing,Ryan P. Thombs,Boston College,10,0.0,0.0,0.16695744,"Energy, Environment, Economic Growth",Economics and Econometrics,"Economics, Econometrics and Finance",Social Sciences,true,green,journal,false,English,US,false
Web of Science,Econometrics,2026-04-29,16,OpenAlex,https://openalex.org/W4379446290,,"Econometrics in R: Past, Present, and Future",2008.0,article,,,Achim Zeileis; Roger Koenker,,0,2.0,0.0,0.36811989,Data Analysis with R,Artificial Intelligence,Computer Science,Physical Sciences,true,green,,false,English,Unknown,false
Web of Science,Econometrics,2026-04-29,17,OpenAlex,https://openalex.org/W2033778324,https://doi.org/10.1002/jae.663,Visual econometrics: teaching and practising econometrics using ViSta,2002.0,article,Journal of Applied Econometrics,Wiley,Giovanni Baiocchi; Walter Distaso,University of York; University of Exeter,8,0.0,0.0,0.11610404,Data Visualization and Analytics,Computer Vision and Pattern Recognition,Computer Science,Physical Sciences,true,green,journal,false,English,GB,false
Web of Science,Econometrics,2026-04-29,18,OpenAlex,https://openalex.org/W2022074502,https://doi.org/10.1111/j.1467-9574.2006.00319.x,Disequilibrium econometrics: 25 years later*,2006.0,article,Statistica Neerlandica,Wiley,Edmond Malinvaud,Sanofi (France),9,7.0,1.0976,0.87250401,Economic theories and models,Economics and Econometrics,"Economics, Econometrics and Finance",Social Sciences,false,closed,journal,false,English,FR,false
Web of Science,Econometrics,2026-04-29,19,OpenAlex,https://openalex.org/W2078559004,https://doi.org/10.1109/aici.2009.465,Multivariate Linear Regression Model Based on Fuzzy Variable in Econometrics,2009.0,article,,,Kaiqi Zou; Xiaoyue Zhou; Ying Liu,Dalian University; China University of Mining and Technology; Dalian Maritime University,16,1.0,0.0,0.16476876,Stock Market Forecasting Methods,Management Science and Operations Research,Decision Sciences,Social Sciences,false,closed,,false,English,CN,true
Web of Science,Econometrics,2026-04-29,20,OpenAlex,https://openalex.org/W2015377273,https://doi.org/10.1016/j.csda.2009.01.012,The fourth special issue on Computational Econometrics,2009.0,article,Computational Statistics & Data Analysis,Elsevier BV,David A. Belsley; Russell Davidson; Erricos John Kontoghiorghes; James G. MacKinnon; Herman K. van Dijk,Boston College; McGill University; University of Cyprus; Queen's University; Erasmus University Rotterdam,5,5.0,3.1755,0.92805042,"Insurance, Mortality, Demography, Risk Management",Demography,Social Sciences,Social Sciences,false,closed,journal,false,English,US; CA; CY; NL,false
Web of Science,Econometrics,2026-04-29,21,OpenAlex,https://openalex.org/W2772751573,https://doi.org/10.1007/978-3-319-70942-0_50,A Bibliometric Review of Global Econometrics Research: Characteristics and Trends,2017.0,review,Studies in computational intelligence,Springer Nature,Van-Chien Pham; Man-Ling Chang,Asia University; National Chung Hsing University,14,1.0,0.0,0.11292061,"Energy, Environment, Economic Growth",Economics and Econometrics,"Economics, Econometrics and Finance",Social Sciences,false,closed,book series,false,English,TW,false
Web of Science,Econometrics,2026-04-29,22,OpenAlex,https://openalex.org/W2008308320,https://doi.org/10.1016/0378-3758(95)00027-5,"Past, present and future of econometrics",1996.0,article,Journal of Statistical Planning and Inference,Elsevier BV,Arnold Zellner,University of Chicago,30,4.0,0.0,0.16561743,Forecasting Techniques and Applications,Management Science and Operations Research,Decision Sciences,Social Sciences,false,closed,journal,false,English,US,false
Web of Science,Econometrics,2026-04-29,23,OpenAlex,https://openalex.org/W2997201247,https://doi.org/10.2139/ssrn.3288520,Pawel Ciompa and the Meaning of Econometrics: A Comparison of Two Concepts,2016.0,article,SSRN Electronic Journal,RELX Group (Netherlands),Karl‐Friedrich Israel,Université catholique de l'ouest,29,5.0,,,African studies and sociopolitical issues,Sociology and Political Science,Social Sciences,Social Sciences,true,green,repository,false,English,FR,false
Web of Science,Econometrics,2026-04-29,26,OpenAlex,https://openalex.org/W2097260989,https://doi.org/10.1111/j.1538-4632.2009.00771.x,"Rook or Queen, But How About Some Other Royal Court Suite Members?",2009.0,article,Geographical Analysis,Wiley,Jean H. P. Paelinck,George Mason University,18,2.0,0.7844,0.84276029,Spatial and Panel Data Analysis,Economics and Econometrics,"Economics, Econometrics and Finance",Social Sciences,false,closed,journal,false,English,US,false
Web of Science,Econometrics,2026-04-29,27,OpenAlex,https://openalex.org/W2024436889,https://doi.org/10.1016/j.jeconom.2013.08.021,Annals issue of Journal of Econometrics “Recent Advances in Time Series Econometrics” Guest Editors’ introduction,2013.0,article,Journal of Econometrics,Elsevier BV,Graham Elliott; Robert Taylor,University of Essex,7,0.0,0.0,0.11881034,Complex Systems and Time Series Analysis,Economics and Econometrics,"Economics, Econometrics and Finance",Social Sciences,false,closed,journal,false,English,GB,false
Web of Science,Econometrics,2026-04-29,28,OpenAlex,https://openalex.org/W2017721868,https://doi.org/10.1109/iccse.2009.5228286,Software choice of econometrics courses for economics undergraduates,2009.0,article,,,Ye Liu; Weibin Huang,Xiamen University,6,0.0,0.0,0.10640046,Statistics Education and Methodologies,Statistics and Probability,Mathematics,Physical Sciences,false,closed,,false,English,CN,true
Web of Science,Econometrics,2026-04-29,29,OpenAlex,https://openalex.org/W1485334887,https://doi.org/10.1016/j.ijforecast.2005.06.001,Book review,2005.0,article,International Journal of Forecasting,Elsevier BV,Costas Milas,Keele University,1,0.0,0.0,0.11193151,Monetary Policy and Economic Impact,"General Economics, Econometrics and Finance","Economics, Econometrics and Finance",Social Sciences,false,closed,journal,false,English,GB,false
Web of Science,Econometrics,2026-04-29,30,OpenAlex,https://openalex.org/W1990106608,https://doi.org/10.1016/j.jeconom.2009.10.023,Annals Journal of Econometrics: Nonlinear and Nonparametric Methods in Econometrics,2009.0,article,Journal of Econometrics,Elsevier BV,Songnian Chen; Qi Li,,10,6.0,1.0149,0.86782547,Spatial and Panel Data Analysis,Economics and Econometrics,"Economics, Econometrics and Finance",Social Sciences,false,closed,journal,false,English,Unknown,false
Web of Science,Econometrics,2026-04-29,31,OpenAlex,https://openalex.org/W2752539420,https://doi.org/10.1007/s00181-017-1328-0,Ingmar Prucha’s contributions to economics and econometrics,2017.0,article,Empirical Economics,Springer Science+Business Media,Guido M. Kuersteiner; John C. Chao,"University of Maryland, College Park",3,0.0,0.0,0.16731304,Financial Risk and Volatility Modeling,Finance,"Economics, Econometrics and Finance",Social Sciences,false,closed,journal,false,English,US,false
Web of Science,Econometrics,2026-04-29,33,OpenAlex,https://openalex.org/W2767226606,https://doi.org/10.2991/icesem-17.2017.82,The Reform of Econometrics Teaching Model Based on MOOC Environment,2017.0,article,,,Bingyun Zheng,Anhui University of Finance and Economics,2,0.0,0.0,0.22772791,Ideological and Political Education,Education,Social Sciences,Social Sciences,true,gold,,false,English,CN,true
Web of Science,Econometrics,2026-04-29,34,OpenAlex,https://openalex.org/W2594808051,https://doi.org/10.1145/3033274.3085111,"A ""Quantal Regret"" Method for Structural Econometrics in Repeated Games",2017.0,article,,,Noam Nisan; Gali Noti,Microsoft (Israel); Hebrew University of Jerusalem,0,6.0,0.4234,0.58573487,Decision-Making and Behavioral Economics,General Decision Sciences,Decision Sciences,Social Sciences,false,closed,,false,English,IL,false
Web of Science,Econometrics,2026-04-29,37,OpenAlex,https://openalex.org/W2608123916,https://doi.org/10.1080/17421772.2017.1305588,"Contemporary developments in spatial econometrics modelling: the 14th International Workshop on Spatial Econometrics and Statistics, Paris 2015",2017.0,article,Spatial Economic Analysis,Routledge,Bernard Fingleton; Alain Pirotte,University of Cambridge; Université Paris-Panthéon-Assas; Université Paris 1 Panthéon-Sorbonne,46,2.0,1.3798,0.90178689,Spatial and Panel Data Analysis,Economics and Econometrics,"Economics, Econometrics and Finance",Social Sciences,true,bronze,journal,false,English,GB; FR,false
Web of Science,Econometrics,2026-04-29,38,OpenAlex,https://openalex.org/W2080204167,https://doi.org/10.1080/00220485.2012.686782,The Status of Econometrics in the Economics Major: A Survey,2012.0,article,The Journal of Economic Education,Taylor & Francis,Bruce K. Johnson; John Perry; Marie Petkus,Centre College,20,34.0,10.6741,0.97866131,Innovations in Educational Methods,Education,Social Sciences,Social Sciences,false,closed,journal,false,English,US,false
Web of Science,Econometrics,2026-04-29,40,OpenAlex,https://openalex.org/W2466930441,https://doi.org/10.1016/j.proenv.2015.07.119,A New Latent Class to Fit Spatial Econometrics Models with Integrated Nested Laplace Approximations,2015.0,article,Procedia Environmental Sciences,Elsevier BV,Virgilio Gómez‐Rubio; Roger Bivand; Håvard Rue,University of Castilla-La Mancha; Norwegian School of Economics; Adam Mickiewicz University in Poznań; Norwegian University of Science and Technology,10,12.0,3.7158,0.94806195,Spatial and Panel Data Analysis,Economics and Econometrics,"Economics, Econometrics and Finance",Social Sciences,true,diamond,journal,false,English,ES; NO; PL,false
Web of Science,Econometrics,2026-04-29,41,OpenAlex,https://openalex.org/W2057754852,https://doi.org/10.1002/(sici)1099-1255(199907/08)14:4<423::aid-jae536>3.0.co;2-k,Applied econometrics rankings: 1989-1995,1999.0,article,Journal of Applied Econometrics,Wiley,Badi H. Baltagi,Texas A&M University,12,33.0,5.4343,0.96053003,"Auditing, Earnings Management, Governance",Accounting,"Business, Management and Accounting",Social Sciences,false,closed,journal,false,English,US,false
Web of Science,Econometrics,2026-04-29,42,OpenAlex,https://openalex.org/W1536692337,https://doi.org/10.1007/978-3-642-01513-7_124,Synthetic Modeling and Policy Simulation of Regional Economic System: A Case Study,2009.0,book chapter,Lecture notes in computer science,Springer Science+Business Media,Yang Zhi; Wei Zeng; Hongtao Zhou; Lingru Cai; Guangyong Liu; Fei Qi,Huazhong University of Science and Technology,5,0.0,0.0,0.05335317,Regional Economic and Spatial Analysis,Economics and Econometrics,"Economics, Econometrics and Finance",Social Sciences,false,closed,book series,false,English,CN,true
Web of Science,Econometrics,2026-04-29,43,OpenAlex,https://openalex.org/W2321341449,https://doi.org/10.2991/ichssr-15.2015.41,Survey on Spatial Econometric Model for Cross-Sectional Data,2015.0,article,,,Xiaolong Wang,"Rutgers, The State University of New Jersey",5,0.0,0.0,0.15975669,Regional Economic and Spatial Analysis,Economics and Econometrics,"Economics, Econometrics and Finance",Social Sciences,true,gold,,false,English,US,false
Web of Science,Econometrics,2026-04-29,44,OpenAlex,https://openalex.org/W1998780854,https://doi.org/10.1080/00220480109595177,Bootstrapping Student Understanding of What is Going on in Econometrics,2001.0,article,The Journal of Economic Education,Taylor & Francis,Peter Kennedy,Simon Fraser University,25,14.0,0.4,0.62199164,Statistics Education and Methodologies,Statistics and Probability,Mathematics,Physical Sciences,false,closed,journal,false,English,CA,false
Web of Science,Econometrics,2026-04-29,45,OpenAlex,https://openalex.org/W2125564413,https://doi.org/10.1146/annurev-resource-040709-135125,"Behavior, Robustness, and Sufficient Statistics in Welfare Measurement",2010.0,article,Annual Review of Resource Economics,Annual Reviews,Richard E. Just,"University of Maryland, College Park",139,6.0,0.5844,0.77713049,"Gender, Labor, and Family Dynamics",Gender Studies,Social Sciences,Social Sciences,false,closed,journal,false,English,US,false
Web of Science,Econometrics,2026-04-29,46,OpenAlex,https://openalex.org/W2015764482,https://doi.org/10.1017/s0266466603191074,WORLDWIDE INSTITUTIONAL AND INDIVIDUAL RANKINGS IN ECONOMETRICS OVER THE PERIOD 1989–1999: AN UPDATE,2003.0,article,Econometric Theory,Cambridge University Press,Badi H. Baltagi,Mitchell Institute; Texas A&M University,14,21.0,4.1358,0.94114981,Complex Systems and Time Series Analysis,Economics and Econometrics,"Economics, Econometrics and Finance",Social Sciences,false,closed,journal,false,English,US,false
Web of Science,Econometrics,2026-04-29,49,OpenAlex,https://openalex.org/W2069720271,https://doi.org/10.1080/14697688.2012.664935,Integer-valued Lévy processes and low latency financial econometrics,2012.0,article,Quantitative Finance,Taylor & Francis,Ole E. Barndorff–Nielsen; David G. Pollard; Neil Shephard,Aarhus University; New College; University of Oxford,71,69.0,8.1777,0.97666522,Stochastic processes and financial applications,Finance,"Economics, Econometrics and Finance",Social Sciences,true,gold,journal,false,English,DK; GB,false
Web of Science,Econometrics,2026-04-29,50,OpenAlex,https://openalex.org/W1984575653,https://doi.org/10.1002/jae.927,Teaching undergraduate econometrics with GRETL,2006.0,article,Journal of Applied Econometrics,Wiley,J. Wilson Mixon; Ryan J. Smith,Berry College,9,29.0,2.2319,0.89693388,Monetary Policy and Economic Impact,"General Economics, Econometrics and Finance","Economics, Econometrics and Finance",Social Sciences,false,closed,journal,false,English,US,false
Web of Science,Econometrics,2026-04-29,52,OpenAlex,https://openalex.org/W2618921970,https://doi.org/10.1080/00220485.2017.1320610,Time series econometrics for the 21st century,2017.0,article,The Journal of Economic Education,Taylor & Francis,Bruce E. Hansen,University of Wisconsin–Madison,6,9.0,1.1386,0.89045796,Complex Systems and Time Series Analysis,Economics and Econometrics,"Economics, Econometrics and Finance",Social Sciences,false,closed,journal,false,English,US,false
Web of Science,Econometrics,2026-04-29,53,OpenAlex,https://openalex.org/W2466488137,https://doi.org/10.1016/j.jeconom.2016.04.018,Four decades of the Journal of Econometrics: Coauthorship patterns and networks,2016.0,article,Journal of Econometrics,Elsevier BV,Ανδρέας Ανδρικόπουλος; Aristeidis Samitas; Konstantinos Kostaris,University of the Aegean,25,37.0,2.7035,0.9055403,Complex Network Analysis Techniques,Statistical and Nonlinear Physics,Physics and Astronomy,Physical Sciences,false,closed,journal,false,English,GR,false
Web of Science,Econometrics,2026-04-29,54,OpenAlex,https://openalex.org/W2889730268,https://doi.org/10.2298/pan171218024m,‘Emerging contrary result’ phenomenon and scientific realism,2018.0,article,Panoeconomicus,Economists' Association of Vojvodina,Mariusz Maziarz,Wroclaw University of Economics and Business,34,0.0,0.0,0.09837523,Economic Theory and Institutions,Economics and Econometrics,"Economics, Econometrics and Finance",Social Sciences,true,diamond,journal,false,English,PL,false
Web of Science,Econometrics,2026-04-29,55,OpenAlex,https://openalex.org/W4416020345,https://doi.org/10.1016/j.ecoinf.2025.103504,The climate econometrics toolkit,2025.0,article,Ecological Informatics,Elsevier BV,Hayden Freedman; A. J. Rigden; André van der Hoek; Bill Tomlinson,"University of California, Irvine; Donaldson (United States)",42,0.0,0.0,0.37446702,demographic modeling and climate adaptation,Management Science and Operations Research,Decision Sciences,Social Sciences,true,gold,journal,false,English,US,false
Web of Science,Econometrics,2026-04-29,56,OpenAlex,https://openalex.org/W1524421389,https://doi.org/10.1017/s0266466602182120,ON A PARTITIONED INVERSION FORMULA HAVING USEFUL APPLICATIONS IN ECONOMETRICS,2002.0,article,Econometric Theory,Cambridge University Press,Mario Faliva; Maria Grazia Zoia,University of Milan,0,1.0,0.0,0.14362527,Monetary Policy and Economic Impact,"General Economics, Econometrics and Finance","Economics, Econometrics and Finance",Social Sciences,false,closed,journal,false,English,IT,false
Web of Science,Econometrics,2026-04-29,57,OpenAlex,https://openalex.org/W2083201744,https://doi.org/10.1016/j.jpolmod.2014.03.003,"Lawrence R. Klein: Macroeconomics, econometrics and economic policy",2014.0,article,Journal of Policy Modeling,Elsevier BV,Ignazio Visco,Bank of Italy,155,17.0,3.0326,0.92672691,Economic Theory and Policy,"General Economics, Econometrics and Finance","Economics, Econometrics and Finance",Social Sciences,false,closed,journal,false,English,IT,false
Web of Science,Econometrics,2026-04-29,58,OpenAlex,https://openalex.org/W1965857397,https://doi.org/10.1016/j.jeconom.2009.09.004,Comments on: “Structural vs. atheoretic approaches to econometrics” by Michael Keane,2009.0,article,Journal of Econometrics,Elsevier BV,John Rust,"University of Maryland, College Park",16,33.0,10.2818,0.9748362,"Names, Identity, and Discrimination Research",Sociology and Political Science,Social Sciences,Social Sciences,false,closed,journal,false,English,US,false
Web of Science,Econometrics,2026-04-29,59,OpenAlex,https://openalex.org/W2972447479,https://doi.org/10.2991/icsshe-19.2019.89,Research on the Teaching Status and Countermeasures of Econometrics in Newly-Built Local Universities,2019.0,article,Proceedings of the 2019 5th International Conference on Social Science and Higher Education (ICSSHE 2019),,Huiqing Wang; Qingfang Su,Shandong Management University,0,0.0,0.0,0.38682093,Educational Reforms and Innovations,"Health, Toxicology and Mutagenesis",Environmental Science,Physical Sciences,true,hybrid,conference,false,English,CN,true
Web of Science,Econometrics,2026-04-29,61,OpenAlex,https://openalex.org/W2119452666,https://doi.org/10.1016/j.socec.2011.04.011,The role of econometrics in economic science: An essay about the monopolization of economic methodology by econometric methods,2011.0,article,The Journal of Socio-Economics,Elsevier BV,Hugo Pinto,University of Coimbra; University of Algarve,36,13.0,2.3882,0.91670696,Monetary Policy and Economic Impact,"General Economics, Econometrics and Finance","Economics, Econometrics and Finance",Social Sciences,false,closed,journal,false,English,PT,false
Web of Science,Econometrics,2026-04-29,62,OpenAlex,https://openalex.org/W2036629398,https://doi.org/10.1111/j.1467-9787.2012.00767.x,INTRODUCTION: WHITHER SPATIAL ECONOMETRICS?,2012.0,article,Journal of Regional Science,Wiley,Mark D. Partridge; Marlon G. Boarnet; Steven Brakman; Gianmarco I.P. Ottaviano,The Ohio State University; University of Southern California; University of Groningen,27,98.0,45.8286,0.99765508,Spatial and Panel Data Analysis,Economics and Econometrics,"Economics, Econometrics and Finance",Social Sciences,true,green,journal,false,English,US; NL,false
Web of Science,Econometrics,2026-04-29,63,OpenAlex,https://openalex.org/W2895622327,https://doi.org/10.1177/1470785318782871,Forecasting advertising and media effects on sales: Econometrics and alternatives,2018.0,article,International Journal of Market Research,SAGE Publishing,John Dawes; Rachel Kennedy; Kesten C. Green; Byron Sharp,University of South Australia,24,15.0,1.7647,0.86549779,Forecasting Techniques and Applications,Management Science and Operations Research,Decision Sciences,Social Sciences,false,closed,journal,false,English,AU,false
Web of Science,Econometrics,2026-04-29,64,OpenAlex,https://openalex.org/W2775133472,https://doi.org/10.1086/694620,Keeping the ECON in Econometrics: (Micro-)Econometrics in the <i>Journal of Political Economy</i>,2017.0,article,Journal of Political Economy,University of Chicago Press,Stéphane Bonhomme; Azeem M. Shaikh,University of Chicago,29,6.0,2.3188,0.93267641,Housing Market and Economics,Economics and Econometrics,"Economics, Econometrics and Finance",Social Sciences,false,closed,journal,false,English,US,false
Web of Science,Econometrics,2026-04-29,65,OpenAlex,https://openalex.org/W4391145791,https://doi.org/10.1080/14703297.2024.2309319,Does the flipped classroom improve undergraduate students’ attitudes towards econometrics?,2024.0,article,Innovations in Education and Teaching International,Taylor & Francis,Magdalena Cladera,Universitat de les Illes Balears,40,1.0,3.9668,0.82582077,Innovative Teaching Methods,Education,Social Sciences,Social Sciences,false,closed,journal,false,English,ES,false
Web of Science,Econometrics,2026-04-29,66,OpenAlex,https://openalex.org/W3122132213,https://doi.org/10.1017/s026646660707051x,WORLDWIDE ECONOMETRICS RANKINGS: 1989–2005,2007.0,article,Econometric Theory,Cambridge University Press,Badi H. Baltagi,Syracuse University,32,62.0,6.8024,0.96588925,"Income, Poverty, and Inequality",Sociology and Political Science,Social Sciences,Social Sciences,false,closed,journal,false,English,US,false
Web of Science,Econometrics,2026-04-29,67,OpenAlex,https://openalex.org/W4390585354,https://doi.org/10.3389/fpubh.2023.1349985,Editorial: Applications of geospatial information technologies and spatial statistics in health services research,2024.0,editorial,Frontiers in Public Health,Frontiers Media,Chao Song; Xiuli Wang; Erjia Ge; Xun Shi; Jay Pan,Sichuan University; West China Medical Center of Sichuan University; University of Toronto; Public Health Ontario; Dartmouth College,15,6.0,2.1844,0.87102579,Data-Driven Disease Surveillance,Epidemiology,Medicine,Health Sciences,true,gold,journal,false,English,CN; CA; US,true
Web of Science,Econometrics,2026-04-29,68,OpenAlex,https://openalex.org/W3009875067,https://doi.org/10.1109/icsai48974.2019.9010277,Sleep Breathing Data Analysis Based on Econometrics,2019.0,article,,,Cai Chen; Wei Li; Dedong Ma,Shandong University,7,0.0,0.0,0.25267659,Obstructive Sleep Apnea Research,Physiology,Medicine,Health Sciences,false,closed,,false,English,CN,true
Web of Science,Econometrics,2026-04-29,69,OpenAlex,https://openalex.org/W2148655455,https://doi.org/10.1179/0308018813z.00000000043,Econometrics: an historical guide for the uninitiated,2013.0,article,Interdisciplinary Science Reviews,Taylor & Francis,Stephen M. Pollock,University of Leicester,29,4.0,0.6426,0.74274309,Probability and Statistical Research,Statistics and Probability,Mathematics,Physical Sciences,false,closed,journal,false,English,GB,false
Web of Science,Econometrics,2026-04-29,70,OpenAlex,https://openalex.org/W4414553387,https://doi.org/10.3390/stats8040085,An Overview of Economics and Econometrics Related R Packages,2025.0,article,Stats,Multidisciplinary Digital Publishing Institute,Despina Michelaki; Michail Tsagris; Christos Adam,University of Crete; Crete University Press,21,0.0,0.0,0.13268517,Data Analysis with R,Artificial Intelligence,Computer Science,Physical Sciences,true,gold,journal,false,English,GR,false
Web of Science,Econometrics,2026-04-29,71,OpenAlex,https://openalex.org/W3156773530,https://doi.org/10.1016/j.iree.2021.100216,Assessing the attitudes of economics students towards econometrics,2021.0,article,International Review of Economics Education,Elsevier BV,Magdalena Cladera,Universitat de les Illes Balears,88,16.0,3.3121,0.932969,Statistics Education and Methodologies,Statistics and Probability,Mathematics,Physical Sciences,true,hybrid,journal,false,English,ES,false
Web of Science,Econometrics,2026-04-29,72,OpenAlex,https://openalex.org/W2127236490,https://doi.org/10.1111/j.1435-5957.2010.00279.x,Thirty years of spatial econometrics,2010.0,article,Papers of the Regional Science Association,Elsevier BV,Luc Anselin,Arizona State University,321,727.0,115.4622,0.99956556,Spatial and Panel Data Analysis,Economics and Econometrics,"Economics, Econometrics and Finance",Social Sciences,false,closed,journal,false,English,US,false
Web of Science,Econometrics,2026-04-29,73,OpenAlex,https://openalex.org/W2142114112,https://doi.org/10.1109/etcs.2009.236,A Study on Pedagogics of Econometrics for Undergraduate,2009.0,article,,,Aili Zhang,Beijing University of Technology,0,0.0,0.0,0.273995,Innovations in Educational Methods,Education,Social Sciences,Social Sciences,false,closed,,false,English,CN,true
