system,query word,query datetime,rank,dataset,openalex id,doi,title,year,type,publication venue,publisher,authors,institutions,reference,cited by,fwci,citation percentile (by year/subfield),primary topic,primary subfield,primary field,primary domain,is oa,open access status,source type,retracted,language,country,from global south
Scopus,Reinforcement Learning,2026-04-29,29,Semantic Scholar,,https://doi.org/10.1109/IMCEC55388.2022.10020015,Review of Deep Reinforcement Learning,2022.0,,"IEEE Advanced Information Management, Communicates, Electronic and Automation Control Conference",,Keyuan Yu; Kun Jin; Xiangyang Deng,,22,44.0,,,,,,,True,open,,Unknown,Unknown,Unknown,Unknown
Scopus,Reinforcement Learning,2026-04-29,30,OpenAlex,https://openalex.org/W6966353098,https://doi.org/10.3778/j.issn.1673-9418.1912040,Review of Model-Based Reinforcement Learning,2020.0,article,SHILAP Revista de lepidopterología,,"ZHAO Tingting, KONG Le, HAN Yajie, REN Dehua, CHEN Yarui",,0,0.0,0.0,0.41463432,Reinforcement Learning in Robotics,Artificial Intelligence,Computer Science,Physical Sciences,True,green,,Unknown,Unknown,Unknown,Unknown
Scopus,Reinforcement Learning,2026-04-29,32,OpenAlex,https://openalex.org/W4410035672,https://doi.org/10.1007/978-981-97-9578-9_6,Performance Analysis of Optical Networks Using Deep Reinforcement Learning,2025.0,book chapter,Lecture notes in electrical engineering,Springer Science+Business Media,Shakrajit Sahu; J. Christopher Clement,Vellore Institute of Technology University,10,0.0,0.0,0.26708783,Advanced Optical Network Technologies,Electrical and Electronic Engineering,Engineering,Physical Sciences,False,closed,book series,false,English,IN,true
Scopus,Reinforcement Learning,2026-04-29,33,OpenAlex,https://openalex.org/W3096286541,https://doi.org/10.1109/icma49215.2020.9233547,Continuity and Smoothness Analysis and Possible Improvement of Traditional Reinforcement Learning Methods,2020.0,article,,,Tianhao Chen; Wenchuan Jia; Jianjun Yuan; Shugen Ma; Limei Cheng,Shanghai University; Ritsumeikan University,22,3.0,0.0,0.13756169,Reinforcement Learning in Robotics,Artificial Intelligence,Computer Science,Physical Sciences,False,closed,,false,English,CN; JP,true
Scopus,Reinforcement Learning,2026-04-29,34,OpenAlex,https://openalex.org/W4399368812,https://doi.org/10.1007/s10015-024-00954-7,Inferring source of learning by chimpanzees in cognitive tasks using reinforcement learning theory,2024.0,article,Artificial Life and Robotics,Springer Science+Business Media,Satoshi Hirata; Yutaka Sakai,Kyoto University; Japan Wildlife Research Center; Tamagawa University,17,0.0,0.0,0.08243423,Neural dynamics and brain function,Cognitive Neuroscience,Neuroscience,Life Sciences,True,green,journal,false,English,JP,false
Scopus,Reinforcement Learning,2026-04-29,35,OpenAlex,https://openalex.org/W3091803671,https://doi.org/10.1109/aeeca49918.2020.9213574,A Spectrum Handoff Method Based on Reinforcement and Transfer Learning,2020.0,article,,,Jiaxing Zhao; Wei Shao; Fuchang Li; Qisen Zhou,PLA Army Engineering University,7,5.0,0.6477,0.71465977,Cognitive Radio Networks and Spectrum Sensing,Computer Networks and Communications,Computer Science,Physical Sciences,False,closed,,false,English,CN,true
Scopus,Reinforcement Learning,2026-04-29,36,OpenAlex,https://openalex.org/W2620974420,https://doi.org/10.5555/3091125.3091208,Reward Shaping in Episodic Reinforcement Learning,2017.0,article,Kent Academic Repository (University of Kent),University of Kent,Marek Grześ,University of Kent,28,80.0,7.6908,0.97743153,Reinforcement Learning in Robotics,Artificial Intelligence,Computer Science,Physical Sciences,True,green,repository,false,English,GB,false
Scopus,Reinforcement Learning,2026-04-29,37,OpenAlex,https://openalex.org/W3020831056,https://doi.org/10.1023/a:1007694015589,Relational Reinforcement Learning,2001.0,article,Machine Learning,Springer Science+Business Media,Sašo Džeroski; Luc De Raedt; Kurt Driessens,Jožef Stefan Institute; University of Freiburg; KU Leuven,51,380.0,21.8048,0.99414617,"Logic, Reasoning, and Knowledge",Artificial Intelligence,Computer Science,Physical Sciences,True,bronze,journal,false,English,SI; DE; BE,false
Scopus,Reinforcement Learning,2026-04-29,38,OpenAlex,https://openalex.org/W3049728571,https://doi.org/10.1109/ccdc49329.2020.9164615,Overview of Reinforcement Learning Based on Value and Policy,2020.0,article,,,Yunting Liu; Yang Jia-ming; Liang Chen; Ting Guo; Yu Jiang,Shenyang Ligong University; Shenyang Normal University,26,15.0,1.3391,0.80424481,Elevator Systems and Control,Control and Systems Engineering,Engineering,Physical Sciences,False,closed,,false,English,CN,true
Scopus,Reinforcement Learning,2026-04-29,39,OpenAlex,https://openalex.org/W3202546516,https://doi.org/10.1007/s10462-021-10061-9,Deep reinforcement learning in computer vision: a comprehensive survey,2021.0,article,Artificial Intelligence Review,Springer Science+Business Media,Ngan Le; Vidhiwar Singh Rathour; Kashu Yamazaki; Khoa Luu; Marios Savvides,Carnegie Mellon University; University of Arkansas at Fayetteville,431,229.0,15.0325,0.99373071,Advanced Neural Network Applications,Computer Vision and Pattern Recognition,Computer Science,Physical Sciences,False,closed,journal,false,English,US,false
Scopus,Reinforcement Learning,2026-04-29,40,OpenAlex,https://openalex.org/W2969950888,https://doi.org/10.1007/978-1-4842-5127-0,"Applied Reinforcement Learning with Python: With OpenAI Gym, Tensorflow, and Keras",2019.0,book chapter,,,Taweh Beysolow,,0,2.0,0.1362,0.54458777,Evolutionary Algorithms and Applications,Artificial Intelligence,Computer Science,Physical Sciences,False,closed,,false,English,Unknown,false
Scopus,Reinforcement Learning,2026-04-29,43,OpenAlex,https://openalex.org/W2368059979,,Multiagent reinforcement learning-model in evolutionary games,2009.0,article,,,Weibing Liu,Shaanxi Research Association for Women and Family,0,2.0,0.7764,0.85931652,Advanced Decision-Making Techniques,Information Systems,Computer Science,Physical Sciences,False,closed,,false,English,CN,true
Scopus,Reinforcement Learning,2026-04-29,44,OpenAlex,https://openalex.org/W87513465,,Investigating reinforcement learning in multiagent coalition formation,2004.0,article,,,Xin Li; Leen Kiat Soh,University of Nebraska–Lincoln,19,14.0,2.2525,0.86906658,Auction Theory and Applications,Management Science and Operations Research,Decision Sciences,Social Sciences,False,closed,,false,English,US,false
Scopus,Reinforcement Learning,2026-04-29,45,OpenAlex,https://openalex.org/W2786230833,https://doi.org/10.1109/icus.2017.8278398,A review of the applications and hotspots of reinforcement learning,2017.0,review,2017 IEEE International Conference on Unmanned Systems (ICUS),,Jun Hou; Hua Li; Jinwen Hu; Chunhui Zhao; Yaning Guo; Sijia Li; Quan Pan,Northwestern Polytechnical University,37,11.0,1.0391,0.74044266,Adaptive Dynamic Programming Control,Computational Theory and Mathematics,Computer Science,Physical Sciences,False,closed,conference,false,English,CN,true
Scopus,Reinforcement Learning,2026-04-29,46,OpenAlex,https://openalex.org/W4294690570,https://doi.org/10.23919/acc53348.2022.9867841,Embracing Risk in Reinforcement Learning: The Connection between Risk-Sensitive Exponential and Distributionally Robust Criteria,2022.0,article,2022 American Control Conference (ACC),,Erfaun Noorani; John S. Baras,"University of Maryland, College Park",66,5.0,2.0865,0.8809766,Supply Chain and Inventory Management,Management Information Systems,"Business, Management and Accounting",Social Sciences,False,closed,conference,false,English,US,false
Scopus,Reinforcement Learning,2026-04-29,47,OpenAlex,https://openalex.org/W2117316169,https://doi.org/10.1109/sice.2008.4654998,Swarm reinforcement learning algorithms based on Sarsa method,2008.0,article,,,Hitoshi Iima; Yasuaki Kuroe,Kyoto Institute of Technology,7,31.0,2.2882,0.89940859,Reinforcement Learning in Robotics,Artificial Intelligence,Computer Science,Physical Sciences,False,closed,,false,English,JP,false
Scopus,Reinforcement Learning,2026-04-29,48,Semantic Scholar,,https://doi.org/10.1007/978-981-19-4933-3,Reinforcement Learning: Theory and Python Implementation,2024.0,,,,Zhiqing Xiao,,0,5.0,,,,,,,True,open,,Unknown,Unknown,Unknown,Unknown
Scopus,Reinforcement Learning,2026-04-29,49,OpenAlex,https://openalex.org/W3160974986,https://doi.org/10.1109/ichci51889.2020.00094,Analysis on Deep Reinforcement Learning in Industrial Robotic Arm,2020.0,article,,,Hengyue Guan,Shandong University,32,7.0,0.1488,0.51393887,Robot Manipulation and Learning,Control and Systems Engineering,Engineering,Physical Sciences,False,closed,,false,English,CN,true
Scopus,Reinforcement Learning,2026-04-29,50,Semantic Scholar,,https://doi.org/10.1109/ICCEIC67916.2025.11308856,A Survey on Reinforcement Learning and AI Planning,2025.0,,2025 6th International Conference on Computer Engineering and Intelligent Control (ICCEIC),,Lei Lei; Ruishi Liang,,36,0.0,,,,,,,True,open,,Unknown,Unknown,Unknown,Unknown
Scopus,Reinforcement Learning,2026-04-29,51,OpenAlex,https://openalex.org/W4360764683,https://doi.org/10.1109/icmla55696.2022.00009,Addressing Sample Efficiency and Model-bias in Model-based Reinforcement Learning,2022.0,article,,,Akhil S Anand; Jens Erik Kveen; Fares J. Abu‐Dakka; Esten Ingar Grøtli; Jan Tommy Gravdahl,Norwegian University of Science and Technology; Aalto University; SINTEF; SINTEF Digital,40,4.0,0.5303,0.72129689,Reinforcement Learning in Robotics,Artificial Intelligence,Computer Science,Physical Sciences,False,closed,,false,English,NO; FI,false
Scopus,Reinforcement Learning,2026-04-29,52,OpenAlex,https://openalex.org/W4320037407,https://doi.org/10.1007/978-3-031-26281-4_29,Federated Reinforcement Learning Technology and Application in Edge Intelligence Scene,2023.0,book chapter,Lecture notes on data engineering and communications technologies,Springer International Publishing,Xuanzhu Sheng; Zhiqiang Gao; Xiaolong Cui; Chao Yu,Xi’an University,4,3.0,2.8338,0.89676178,Age of Information Optimization,Computer Networks and Communications,Computer Science,Physical Sciences,False,closed,book series,false,English,CN,true
Scopus,Reinforcement Learning,2026-04-29,54,OpenAlex,https://openalex.org/W4378805719,https://doi.org/10.1109/acpee56931.2023.10135995,Research and Application of Safe Reinforcement Learning in Power System,2023.0,article,,,Jian Li; Xinying Wang; Sheng Chen; Dong Yan,China Electric Power Research Institute,36,3.0,0.4016,0.58835234,Smart Grid Energy Management,Electrical and Electronic Engineering,Engineering,Physical Sciences,False,closed,,false,English,Unknown,false
Scopus,Reinforcement Learning,2026-04-29,55,OpenAlex,https://openalex.org/W4393147692,https://doi.org/10.1609/aaai.v38i9.28886,Rating-Based Reinforcement Learning,2024.0,article,Proceedings of the AAAI Conference on Artificial Intelligence,Association for the Advancement of Artificial Intelligence,Devin White; MingKang Wu; Ellen Novoseller; Vernon J. Lawhern; Nicholas R. Waytowich; Yongcan Cao,The University of Texas at San Antonio; United States Army Combat Capabilities Development Command; DEVCOM Army Research Laboratory,43,7.0,9.9135,0.99616858,Supply Chain and Inventory Management,Management Information Systems,"Business, Management and Accounting",Social Sciences,True,diamond,conference,false,English,US,false
Scopus,Reinforcement Learning,2026-04-29,56,OpenAlex,https://openalex.org/W4214589038,https://doi.org/10.1002/9781119821809.ch1,Comprehensive and Self‐Contained Introduction to Deep Reinforcement Learning,2022.0,other,,,P. Anbalagan; S. Saravanan; R. Saminathan,Annamalai University,16,0.0,,,Reinforcement Learning in Robotics,Artificial Intelligence,Computer Science,Physical Sciences,False,closed,,false,English,IN,true
Scopus,Reinforcement Learning,2026-04-29,57,OpenAlex,https://openalex.org/W4390780209,https://doi.org/10.1007/978-981-99-9499-1_23,Curling Strategy Teaching Case Design Based on Deep Reinforcement Learning,2024.0,book chapter,Communications in computer and information science,Springer Science+Business Media,Guojun Liu; Qi Zhou; Ye Jin,Harbin Institute of Technology,13,1.0,0.749,0.63094668,Artificial Intelligence in Games,Artificial Intelligence,Computer Science,Physical Sciences,False,closed,book series,false,English,CN,true
Scopus,Reinforcement Learning,2026-04-29,58,OpenAlex,https://openalex.org/W4392941838,https://doi.org/10.1109/cac59555.2023.10450390,Review on Peg-in-Hole Insertion Technology Based on Reinforcement Learning,2023.0,article,,,Liancheng Shen; Jianhua Su; Xiaodong Zhang,University of Chinese Academy of Sciences; Institute of Automation; Shandong Institute of Automation; Chinese Academy of Sciences; China Academy of Space Technology,84,5.0,0.5392,0.62610729,Advanced Surface Polishing Techniques,Biomedical Engineering,Engineering,Physical Sciences,False,closed,,false,English,CN,true
Scopus,Reinforcement Learning,2026-04-29,59,Semantic Scholar,,,Adaptive modular reinforcement learning,2011.0,,International Conference on Advanced Mechatronic Systems,,T. Asano; S. Yamada,,9,0.0,,,Computer Science,,,,True,open,,Unknown,Unknown,Unknown,Unknown
Scopus,Reinforcement Learning,2026-04-29,60,OpenAlex,https://openalex.org/W4403347555,https://doi.org/10.1007/978-3-031-70411-6_56,Comparative Study Between Deep Learning and Reinforcement Learning in Multiple Interactions and Large Network,2024.0,book chapter,Lecture notes in networks and systems,Springer International Publishing,El Kaim Billah Mohammed; Ahmed Abatal; Mabrouk Abdelfettah,Chouaib Doukkali University,7,0.0,0.0,0.54395604,Complex Network Analysis Techniques,Statistical and Nonlinear Physics,Physics and Astronomy,Physical Sciences,False,closed,book series,false,English,MA,true
Scopus,Reinforcement Learning,2026-04-29,61,Semantic Scholar,,https://doi.org/10.1145/3427773,Proceedings of the 1st International Workshop on Reinforcement Learning for Energy Management in Buildings & Cities,2020.0,,,,,,0,0.0,,,,,,,True,open,,Unknown,Unknown,Unknown,Unknown
Scopus,Reinforcement Learning,2026-04-29,62,OpenAlex,https://openalex.org/W1982979482,https://doi.org/10.1109/etcs.2010.584,Course-Scheduling Algorithm of Option-Based Hierarchical Reinforcement Learning,2010.0,article,,,Ming Guo; Song Hua,Wuhan University of Technology,9,9.0,1.4579,0.84353461,Elevator Systems and Control,Control and Systems Engineering,Engineering,Physical Sciences,False,closed,,false,English,CN,true
Scopus,Reinforcement Learning,2026-04-29,65,OpenAlex,https://openalex.org/W4377293004,https://doi.org/10.3390/s23104946,C2RL: Convolutional-Contrastive Learning for Reinforcement Learning Based on Self-Pretraining for Strong Augmentation,2023.0,article,Sensors,Multidisciplinary Digital Publishing Institute,Sanghoon Park; Jihun Kim; Han‐You Jeong; Tae-Kyoung Kim; Jinwoo Yoo,Kookmin University; Pusan National University; Gachon University,23,5.0,0.8425,0.78008991,Domain Adaptation and Few-Shot Learning,Artificial Intelligence,Computer Science,Physical Sciences,True,gold,journal,false,English,KR,false
Scopus,Reinforcement Learning,2026-04-29,66,OpenAlex,https://openalex.org/W3146636758,,Overview of Deep Reinforcement Learning Improvements and Applications,2021.0,article,網際網路技術學刊,Taiwan Academic Network,Junjie Zhang; Cong Zhang; Wei-Che Chien,,0,8.0,0.8326,0.7177707,Advanced Sensor and Control Systems,Control and Systems Engineering,Engineering,Physical Sciences,False,closed,journal,false,English,Unknown,false
Scopus,Reinforcement Learning,2026-04-29,67,OpenAlex,https://openalex.org/W4285820043,https://doi.org/10.1007/978-3-031-10161-8_8,Assured Deep Multi-Agent Reinforcement Learning for Safe Robotic Systems,2022.0,book chapter,Lecture notes in computer science,Springer Science+Business Media,Joshua Riley; Radu Călinescu; Colin Paterson; Daniel Kudenko⋆; Alec Banks,University of York; L3S Research Center; Leibniz University Hannover,34,6.0,1.7109,0.86607487,Reinforcement Learning in Robotics,Artificial Intelligence,Computer Science,Physical Sciences,False,closed,book series,false,English,GB; DE,false
Scopus,Reinforcement Learning,2026-04-29,68,OpenAlex,https://openalex.org/W4388864574,https://doi.org/10.7840/kics.2023.48.11.1405,Survey on Practical Reinforcement Learning : from Imitation Learning to Offline Reinforcement Learning,2023.0,article,The Journal of Korean Institute of Communications and Information Sciences,THE KOREAN INSTITUTE OF COMMUNICATIONS AND INFORMATION SCIENCES (KICS),Dongsu Lee; Chanin Eom; Sungwoo Choi; SungKwan Kim; Minhae Kwon,,0,1.0,0.4589,0.71182693,Education and Learning Interventions,Information Systems,Computer Science,Physical Sciences,False,closed,journal,false,English,Unknown,false
Scopus,Reinforcement Learning,2026-04-29,69,OpenAlex,https://openalex.org/W4283805334,https://doi.org/10.1109/icat54566.2022.9811131,Deep Reinforcement Learning in Smart Grid: Progress and Prospects,2022.0,article,,,Amila Akagić; Izudin Džafić,University of Sarajevo,63,2.0,0.1829,0.46504807,Smart Grid Energy Management,Electrical and Electronic Engineering,Engineering,Physical Sciences,False,closed,,false,English,BA,true
Scopus,Reinforcement Learning,2026-04-29,70,OpenAlex,https://openalex.org/W4400136417,https://doi.org/10.1007/978-3-031-62843-6_8,Reinforcement Learning in Algorithmic Trading: An Overview,2024.0,book chapter,Communications in computer and information science,Springer Science+Business Media,Przemysław Czuba,Military University of Technology in Warsaw,13,1.0,1.7296,0.84404174,Stock Market Forecasting Methods,Management Science and Operations Research,Decision Sciences,Social Sciences,False,closed,book series,false,English,PL,false
Scopus,Reinforcement Learning,2026-04-29,71,OpenAlex,https://openalex.org/W4221073308,https://doi.org/10.1117/12.2631651,Reinforcement learning technology for air combat confrontation of unmanned aerial vehicle,2022.0,article,"International Conference on Computer Graphics, Artificial Intelligence, and Data Processing (ICCAID 2021)",,Huan Zhou; Xiao Yan Zhang; Zhuoran Zhang,Air Force Engineering University; Northwestern Polytechnical University,17,3.0,0.8332,0.65944399,Guidance and Control Systems,Aerospace Engineering,Engineering,Physical Sciences,False,closed,conference,false,English,CN,true
