system,query word,query datetime,rank,dataset,openalex id,doi,title,year,type,publication venue,publisher,authors,institutions,reference,cited by,fwci,citation percentile (by year/subfield),primary topic,primary subfield,primary field,primary domain,is oa,open access status,source type,retracted,language,country,from global south
Google Scholar,Natural Language Processing,2026-04-29,14,OpenAlex,https://openalex.org/W2154773184,https://doi.org/10.1609/aimag.v18i4.1318,An Overview of Empirical Natural Language Processing,1997.0,article,AI Magazine,Association for the Advancement of Artificial Intelligence,Eric Brill; Raymond J. Mooney,null/unknown,61,93.0,9.0579,0.97934281,Natural Language Processing Techniques,Artificial Intelligence,Computer Science,Physical Sciences,False,closed,journal,False,English,null/unknown,False
Google Scholar,Natural Language Processing,2026-04-29,15,OpenAlex,https://openalex.org/W1497861021,https://doi.org/10.1002/9781405198431.wbeal0858,Natural Language Processing and Language Learning,2012.0,other,The Encyclopedia of Applied Linguistics,Wiley,Detmar Meurers,null/unknown,82,83.0,null/unknown,null/unknown,Text Readability and Simplification,Artificial Intelligence,Computer Science,Physical Sciences,False,closed,journal,False,English,null/unknown,False
Google Scholar,Natural Language Processing,2026-04-29,17,OpenAlex,https://openalex.org/W2345195116,https://doi.org/10.1001/jamaoncol.2016.0213,Natural Language Processing in Oncology,2016.0,review,JAMA Oncology,American Medical Association,Wen-wai Yim; Meliha Yetişgen; William Proctor Harris; Sharon W. Kwan,University of Washington Medical Center,59,303.0,21.6479,0.98111323,Biomedical Text Mining and Ontologies,Molecular Biology,"Biochemistry, Genetics and Molecular Biology",Life Sciences,False,closed,journal,False,English,US,False
Google Scholar,Natural Language Processing,2026-04-29,18,OpenAlex,https://openalex.org/W2123442489,https://doi.org/10.3115/v1/p14-5010,The Stanford CoreNLP Natural Language Processing Toolkit,2014.0,article,null/unknown,null/unknown,Christopher D. Manning; Mihai Surdeanu; John Bauer; Jenny Rose Finkel; Steven Bethard; David McClosky,Stanford University; University of Arizona; University of Alabama at Birmingham; IBM (United States),14,7204.0,760.4219,0.99996935,Natural Language Processing Techniques,Artificial Intelligence,Computer Science,Physical Sciences,True,gold,null/unknown,False,English,US,False
Google Scholar,Natural Language Processing,2026-04-29,19,OpenAlex,https://openalex.org/W1497905122,https://doi.org/10.1007/978-1-4615-3170-8,Natural Language Processing: The PLNLP Approach,1993.0,book chapter,Kluwer international series in engineering and computer science,Springer Nature,Karen Jensen; George E. Heidorn; Stephen D. Richardson,Microsoft (United States),16,97.0,2.2564,0.90116279,Semantic Web and Ontologies,Artificial Intelligence,Computer Science,Physical Sciences,False,closed,book series,False,English,US,False
Google Scholar,Natural Language Processing,2026-04-29,20,OpenAlex,https://openalex.org/W3159754263,https://doi.org/10.1007/978-981-10-5209-5,Deep Learning in Natural Language Processing,2018.0,book chapter,null/unknown,null/unknown,Li Deng; Yang Liu,Citadel; Tsinghua University,0,384.0,18.8269,0.99331742,Topic Modeling,Artificial Intelligence,Computer Science,Physical Sciences,False,closed,null/unknown,False,English,US; CN,True
Google Scholar,Natural Language Processing,2026-04-29,21,OpenAlex,https://openalex.org/W2606089314,https://doi.org/10.1007/978-3-031-02165-7,Neural Network Methods for Natural Language Processing,2017.0,book chapter,Synthesis lectures on human language technologies,Morgan & Claypool Publishers,Yoav Goldberg,Bar-Ilan University,75,788.0,40.4151,0.99657367,Topic Modeling,Artificial Intelligence,Computer Science,Physical Sciences,False,closed,journal,False,English,IL,False
Google Scholar,Natural Language Processing,2026-04-29,22,OpenAlex,https://openalex.org/W3031696893,https://doi.org/10.1109/tnnls.2020.3019893,Attention in Natural Language Processing,2020.0,article,IEEE Transactions on Neural Networks and Learning Systems,Institute of Electrical and Electronics Engineers,Andrea Galassi; Marco Lippi; Paolo Torroni,University of Bologna; University of Modena and Reggio Emilia,257,621.0,46.5101,0.99886246,Topic Modeling,Artificial Intelligence,Computer Science,Physical Sciences,True,hybrid,journal,False,English,IT,False
Google Scholar,Natural Language Processing,2026-04-29,23,OpenAlex,https://openalex.org/W1571777083,null/unknown,Practical Natural-Language Processing by Computer,1981.0,article,Defense Technical Information Center (DTIC),null/unknown,Robert C. Moore,null/unknown,0,3.0,2.9444,0.90259236,"Logic, Reasoning, and Knowledge",Artificial Intelligence,Computer Science,Physical Sciences,False,closed,repository,False,English,null/unknown,False
Google Scholar,Natural Language Processing,2026-04-29,24,OpenAlex,https://openalex.org/W2040251398,https://doi.org/10.1145/234173.234204,The role of lexicons in natural language processing,1996.0,article,Communications of the ACM,Association for Computing Machinery,Louise Guthrie; James Pustejovsky; Yorick Wilks; Brian M. Slator,Lockheed Martin (Canada); Brandeis University; University of Sheffield; Northwestern University,25,47.0,6.0746,0.96539085,Natural Language Processing Techniques,Artificial Intelligence,Computer Science,Physical Sciences,True,bronze,journal,False,English,CA; US; GB,False
Google Scholar,Natural Language Processing,2026-04-29,25,OpenAlex,https://openalex.org/W3129127630,null/unknown,Python Natural Language Processing,2017.0,book chapter,null/unknown,null/unknown,Jalaj Thanaki,null/unknown,0,10.0,0.6343,0.80919662,Computational Physics and Python Applications,Artificial Intelligence,Computer Science,Physical Sciences,False,closed,null/unknown,False,English,null/unknown,False
Google Scholar,Natural Language Processing,2026-04-29,26,OpenAlex,https://openalex.org/W1888026739,https://doi.org/10.1613/jair.4992,A Primer on Neural Network Models for Natural Language Processing,2016.0,preprint,Journal of Artificial Intelligence Research,AI Access Foundation,Yoav Goldberg,Bar-Ilan University,0,160.0,20.2951353,0.99698942,Neural Networks and Applications,Artificial Intelligence,Computer Science,Physical Sciences,True,diamond,journal,False,English,IL,False
Google Scholar,Natural Language Processing,2026-04-29,27,Crossref,null/unknown,https://doi.org/10.18653/v1/2020.emnlp-demos.6,Transformers: State-of-the-Art Natural Language Processing,2020.0,article,Proceedings of the 2020 Conference on Empirical Methods in Natural Language Processing: System Demonstrations,Association for Computational Linguistics,Thomas Wolf; Lysandre Debut; Victor Sanh; Julien Chaumond; Clement Delangue; Anthony Moi; Pierric Cistac; Tim Rault; Remi Louf; Morgan Funtowicz; Joe Davison; Sam Shleifer; Patrick von Platen; Clara Ma; Yacine Jernite; Julien Plu; Canwen Xu; Teven Le Scao; Sylvain Gugger; Mariama Drame; Quentin Lhoest; Alexander Rush,null/unknown,0,4563.0,null/unknown,null/unknown,null/unknown,null/unknown,null/unknown,null/unknown,null/unknown,null/unknown,null/unknown,null/unknown,null/unknown,null/unknown,null/unknown
Google Scholar,Natural Language Processing,2026-04-29,28,OpenAlex,https://openalex.org/W1563635790,https://doi.org/10.4324/9781315802671,Strategies for Natural Language Processing,2014.0,book chapter,Psychology Press eBooks,null/unknown,null/unknown,null/unknown,0,522.0,3.6836,0.9516129,Natural Language Processing Techniques,Artificial Intelligence,Computer Science,Physical Sciences,False,closed,ebook platform,False,English,null/unknown,False
Google Scholar,Natural Language Processing,2026-04-29,29,OpenAlex,https://openalex.org/W2497265084,https://doi.org/10.1002/9781444324044,The Handbook of Computational Linguistics and Natural Language Processing,2010.0,book chapter,null/unknown,null/unknown,Alexander Clark; Chris Fox; Shalom Lappin,null/unknown,0,227.0,3.6498,0.94117647,Natural Language Processing Techniques,Artificial Intelligence,Computer Science,Physical Sciences,False,closed,null/unknown,False,English,null/unknown,False
Google Scholar,Natural Language Processing,2026-04-29,30,OpenAlex,https://openalex.org/W4213425661,https://doi.org/10.1016/j.autcon.2022.104169,Applications of natural language processing in construction,2022.0,article,Automation in Construction,Elsevier BV,Yuexiong Ding; Jie Ma; Xiaowei Luo,"City University of Hong Kong; City University of Hong Kong, Shenzhen Research Institute; Hong Kong Polytechnic University",123,143.0,13.3878,0.99623262,BIM and Construction Integration,Building and Construction,Engineering,Physical Sciences,False,closed,journal,False,English,HK; CN,True
Google Scholar,Natural Language Processing,2026-04-29,31,OpenAlex,https://openalex.org/W2397944984,https://doi.org/10.2200/s00659ed1v01y201508hlt030,Natural Language Processing for Social Media,2015.0,article,Synthesis lectures on human language technologies,Morgan & Claypool Publishers,Atefeh Farzindar; Diana Inkpen,University of Southern California; Ottawa University,232,93.0,9.379,0.97920893,Sentiment Analysis and Opinion Mining,Artificial Intelligence,Computer Science,Physical Sciences,False,closed,journal,False,English,US,False
Google Scholar,Natural Language Processing,2026-04-29,32,OpenAlex,https://openalex.org/W139989439,https://doi.org/10.1055/s-0038-1634681,Natural Language Processing in Medicine: An Overview,1996.0,article,Methods of Information in Medicine,Thieme Medical Publishers (Germany),Peter Spyns,Ghent University,104,152.0,11.9541,0.98649147,Topic Modeling,Artificial Intelligence,Computer Science,Physical Sciences,False,closed,journal,False,English,BE,False
Google Scholar,Natural Language Processing,2026-04-29,33,OpenAlex,https://openalex.org/W2062458775,https://doi.org/10.1097/00001888-199908000-00012,Natural language processing and its future in medicine,1999.0,article,Academic Medicine,Lippincott Williams & Wilkins,C Friedman; George Hripcsak,"Queens College, CUNY",0,183.0,3.6527,0.93063053,Topic Modeling,Artificial Intelligence,Computer Science,Physical Sciences,False,closed,journal,False,English,US,False
Google Scholar,Natural Language Processing,2026-04-29,34,OpenAlex,https://openalex.org/W1970161214,https://doi.org/10.1145/234173.234210,Natural language processing for information retrieval,1996.0,article,Communications of the ACM,Association for Computing Machinery,David Lewis; Karen Spärck Jones,AT&T (United States); University of Cambridge,37,282.0,30.2646,0.99555676,Information Retrieval and Search Behavior,Information Systems,Computer Science,Physical Sciences,True,bronze,journal,False,English,US; GB,False
Google Scholar,Natural Language Processing,2026-04-29,35,OpenAlex,https://openalex.org/W2753032179,https://doi.org/10.1093/nsr/nwx110,Deep learning for natural language processing: advantages and challenges,2017.0,article,National Science Review,Oxford University Press,Hang Li,Huawei Technologies (China),2,327.0,9.158,0.98218848,Topic Modeling,Artificial Intelligence,Computer Science,Physical Sciences,True,hybrid,journal,False,English,CN,True
Google Scholar,Natural Language Processing,2026-04-29,36,OpenAlex,https://openalex.org/W3044058576,null/unknown,Natural Language Processing with Python and spaCy: A Practical Introduction,2020.0,article,null/unknown,null/unknown,Yuli Vasiliev,null/unknown,0,105.0,8.4839,0.98148499,Computational Physics and Python Applications,Artificial Intelligence,Computer Science,Physical Sciences,False,closed,null/unknown,False,English,null/unknown,False
Google Scholar,Natural Language Processing,2026-04-29,37,OpenAlex,https://openalex.org/W2884159461,https://doi.org/10.1109/tnnls.2020.2979670,A Survey of the Usages of Deep Learning for Natural Language Processing,2020.0,preprint,IEEE Transactions on Neural Networks and Learning Systems,Institute of Electrical and Electronics Engineers,Daniel W. Otter; Julian Richard Medina; Jugal Kalita,University of Colorado Colorado Springs,465,156.0,17.802,0.99397163,Topic Modeling,Artificial Intelligence,Computer Science,Physical Sciences,True,green,journal,False,English,US,False
Google Scholar,Natural Language Processing,2026-04-29,38,OpenAlex,https://openalex.org/W2980282514,https://doi.org/10.48550/arxiv.1910.03771,HuggingFace's Transformers: State-of-the-art Natural Language Processing,2019.0,preprint,arXiv (Cornell University),Cornell University,"Thomas Wolf; Lysandre Debut; Victor Sanh; Julien Chaumond; Clément Delangue; Anthony Moi; Pierric Cistac; Tim Rault; Rémi Louf; Morgan Funtowicz; Davison, Joe; Shleifer, Sam; von Platen, Patrick; Ma, Clara; Jernite, Yacine; Plu, Julien; Xu, Canwen; Scao, Teven Le; Gugger, Sylvain; Drame, Mariama; Lhoest, Quentin; Rush, Alexander M.",null/unknown,35,3132.0,null/unknown,null/unknown,Topic Modeling,Artificial Intelligence,Computer Science,Physical Sciences,True,green,repository,False,English,null/unknown,False
Google Scholar,Natural Language Processing,2026-04-29,39,OpenAlex,https://openalex.org/W2154104658,https://doi.org/10.1136/jamia.1994.95236145,Natural Language Processing and the Representation of Clinical Data,1994.0,review,Journal of the American Medical Informatics Association,Oxford University Press,Naomi Sager; Margaret S. Lyman; Christine Bucknall; N T Nhàn; Leo J. Tick,Courant Institute of Mathematical Sciences; New York University,68,218.0,3.4445,0.99594009,Health Sciences Research and Education,General Health Professions,Health Professions,Health Sciences,True,bronze,journal,False,English,US,False
Google Scholar,Natural Language Processing,2026-04-29,40,OpenAlex,https://openalex.org/W2341587966,null/unknown,Jumping NLP Curves: A Review of Natural Language Processing Research,2014.0,review,null/unknown,null/unknown,Erik Cambria; Bebo White,null/unknown,104,468.0,50.6329,1.0,Topic Modeling,Artificial Intelligence,Computer Science,Physical Sciences,False,closed,null/unknown,False,English,null/unknown,False
Google Scholar,Natural Language Processing,2026-04-29,41,OpenAlex,https://openalex.org/W4404134991,https://doi.org/10.1016/j.teler.2024.100173,"Advancements in natural language processing: Implications, challenges, and future directions",2024.0,article,Telematics and Informatics Reports,Elsevier BV,Supriyono Supriyono; Aji Prasetya Wibawa; Suyono Suyono; Fachrul Kurniawan,State University of Malang; Universitas Islam Negeri Maulana Malik Ibrahim,159,83.0,28.3254,0.99737189,Topic Modeling,Artificial Intelligence,Computer Science,Physical Sciences,True,gold,journal,False,English,ID,True
Google Scholar,Natural Language Processing,2026-04-29,42,OpenAlex,https://openalex.org/W1965380368,https://doi.org/10.7326/0003-4819-122-9-199505010-00007,Unlocking Clinical Data from Narrative Reports: A Study of Natural Language Processing,1995.0,article,Annals of Internal Medicine,American College of Physicians,George Hripcsak; Carol Friedman; Philip O. Alderson; William DuMouchel; Stephen B. Johnson; Paul D. Clayton,Penn Presbyterian Medical Center,0,339.0,12.8878,0.99128736,Radiology practices and education,"Radiology, Nuclear Medicine and Imaging",Medicine,Health Sciences,False,closed,journal,False,English,US,False
Google Scholar,Natural Language Processing,2026-04-29,43,OpenAlex,https://openalex.org/W53998823,null/unknown,Human engineering fcr applied natural language processing,1977.0,article,International Joint Conference on Artificial Intelligence,null/unknown,Gary G. Herdrix,Menlo School; SRI International,8,83.0,5.7316,0.94890511,AI-based Problem Solving and Planning,Artificial Intelligence,Computer Science,Physical Sciences,False,closed,conference,False,English,US,False
Google Scholar,Natural Language Processing,2026-04-29,44,OpenAlex,https://openalex.org/W2147272182,https://doi.org/10.1007/978-3-031-02139-8,Introduction to Arabic Natural Language Processing,2010.0,book chapter,Synthesis lectures on human language technologies,Morgan & Claypool Publishers,Nizar Habash,Columbia University,174,731.0,12.2242,0.98621673,Natural Language Processing Techniques,Artificial Intelligence,Computer Science,Physical Sciences,False,closed,journal,False,English,US,False
Google Scholar,Natural Language Processing,2026-04-29,45,OpenAlex,https://openalex.org/W4401673030,https://doi.org/10.1007/s10579-024-09766-4,Perspectivist approaches to natural language processing: a survey,2024.0,article,Language Resources and Evaluation,Springer Science+Business Media,Simona Frenda; Gavin Abercrombie; Valerio Basile; Alessandro Pedrani; Raffaella Panizzon; Alessandra Teresa Cignarella; Cristina Marco; D. Bernardi,University of Turin; Heriot-Watt University,55,16.0,17.3183,0.99147007,Misinformation and Its Impacts,Sociology and Political Science,Social Sciences,Social Sciences,True,hybrid,journal,False,English,IT; GB,False
Google Scholar,Natural Language Processing,2026-04-29,46,OpenAlex,https://openalex.org/W4384211302,https://doi.org/10.1162/tacl_a_00577,Efficient Methods for Natural Language Processing: A Survey,2023.0,article,Transactions of the Association for Computational Linguistics,Association for Computational Linguistics,Marcos Treviso; Ji-Ung Lee; Tianchu Ji; Betty van Aken; Qingqing Cao; Manuel R. Ciosici; Michael Hassid; Kenneth Heafield; Sara Hooker; Colin Raffel; Pedro H. Martins; André F. T. Martins; Jessica Zosa Forde; Peter Milder; Edwin Simpson; Noam Slonim; Jesse Dodge; Emma Strubell; Niranjan Balasubramanian; Leon Derczynski; Iryna Gurevych; Roy Schwartz,Stony Brook University; Technical University of Darmstadt; Berliner Hochschule für Technik; University of Washington; University of Southern California; Hebrew University of Jerusalem; University of Edinburgh; University of North Carolina at Chapel Hill; Instituto de Telecomunicações; John Brown University; University of Bristol; IBM Research - Haifa; Allen Institute; Carnegie Mellon University; IT University of Copenhagen,335,87.0,14.8287,0.99295422,Topic Modeling,Artificial Intelligence,Computer Science,Physical Sciences,True,diamond,journal,False,English,US; DE; IL; GB; PT; DK,False
Google Scholar,Natural Language Processing,2026-04-29,47,OpenAlex,https://openalex.org/W2158899491,https://doi.org/10.48550/arxiv.1103.0398,Natural Language Processing (almost) from Scratch,2011.0,preprint,arXiv (Cornell University),Cornell University,Ronan Collobert; Jason Weston; Léon Bottou; Michael Karlen; Koray Kavukcuoglu; Pavel P. Kuksa,Google (United States); Supélec; University of Applied Sciences and Arts of Southern Switzerland; Shandong University of Political Science and Law; Rutgers Sexual and Reproductive Health and Rights,95,5180.0,null/unknown,null/unknown,Topic Modeling,Artificial Intelligence,Computer Science,Physical Sciences,True,green,repository,False,English,US; FR; CH; CN; NL,True
Google Scholar,Natural Language Processing,2026-04-29,48,OpenAlex,https://openalex.org/W3197876970,https://doi.org/10.18653/v1/2021.emnlp-demo.21,Datasets: A Community Library for Natural Language Processing,2021.0,preprint,null/unknown,null/unknown,Quentin Lhoest; A. Villanova del Moral; Yacine Jernite; Abhishek Thakur; Patrick von Platen; Suraj Patil; Julien Chaumond; Mariama Drame; Julien Plu; Lewis Tunstall; Joe Davison; Mario Šaško; Gunjan Chhablani; Bhavitvya Malik; Simon Brandeis; Teven Le Scao; Victor Sanh; Canwen Xu; Nicolas Patry; Angelina McMillan-Major; Philipp Schmid; Sylvain Gugger; Clément Delangue; Théo Matussière; Lysandre Debut; Stas Bekman; Pierric Cistac; Thibault Goehringer; Victor Mustar; François Lagunas; Alexander M. Rush; Thomas Wolf,null/unknown,45,321.0,39.1966,0.99853164,Topic Modeling,Artificial Intelligence,Computer Science,Physical Sciences,True,gold,null/unknown,False,English,null/unknown,False
Google Scholar,Natural Language Processing,2026-04-29,49,OpenAlex,https://openalex.org/W3009431628,https://doi.org/10.48550/arxiv.2003.01200,Natural Language Processing Advancements By Deep Learning: A Survey,2020.0,preprint,arXiv (Cornell University),Cornell University,Amirsina Torfi; Rouzbeh A. Shirvani; Yaser Keneshloo; Nader Tavaf; Edward A. Fox,Virginia Tech; University of Minnesota System,222,197.0,null/unknown,null/unknown,Topic Modeling,Artificial Intelligence,Computer Science,Physical Sciences,True,green,repository,False,English,US,False
Google Scholar,Natural Language Processing,2026-04-29,50,OpenAlex,https://openalex.org/W4389519363,https://doi.org/10.18653/v1/2023.nlposs-1.4,PyThaiNLP: Thai Natural Language Processing in Python,2023.0,article,null/unknown,null/unknown,Wannaphong Phatthiyaphaibun; Korakot Chaovavanich; Charin Polpanumas; Arthit Suriyawongkul; Lalita Lowphansirikul; Pattarawat Chormai; Peerat Limkonchotiwat; Thanathip Suntorntip; Can Udomcharoenchaikit,Trinity College Dublin; Technische Universität Berlin,34,65.0,9.3173,0.98536842,Natural Language Processing Techniques,Artificial Intelligence,Computer Science,Physical Sciences,True,gold,null/unknown,False,English,IE; DE,False
Google Scholar,Natural Language Processing,2026-04-29,51,Semantic Scholar,null/unknown,https://doi.org/10.1007/978-1-4842-3685-7,Deep Learning for Natural Language Processing,2019.0,null/unknown,Apress,null/unknown,Palash Goyal; Sumit Pandey; K. Jain,null/unknown,41,545.0,null/unknown,null/unknown,Computer Science,null/unknown,null/unknown,null/unknown,True,open,null/unknown,null/unknown,null/unknown,null/unknown,null/unknown
Google Scholar,Natural Language Processing,2026-04-29,52,OpenAlex,https://openalex.org/W2953958347,https://doi.org/10.18653/v1/n19-5004,Transfer Learning in Natural Language Processing,2019.0,article,null/unknown,null/unknown,Sebastian Ruder; Matthew E. Peters; Swabha Swayamdipta; Thomas Wolf,null/unknown,28,568.0,38.3266,0.99806142,Topic Modeling,Artificial Intelligence,Computer Science,Physical Sciences,True,gold,null/unknown,False,English,null/unknown,False
Google Scholar,Natural Language Processing,2026-04-29,53,OpenAlex,https://openalex.org/W2793978524,https://doi.org/10.18653/v1/w18-2501,AllenNLP: A Deep Semantic Natural Language Processing Platform,2018.0,preprint,null/unknown,null/unknown,Matt Gardner; Joël Grus; Mark E Neumann; Oyvind Tafjord; Pradeep Dasigi; Nelson Liu; Matthew E. Peters; Michael Schmitz; Luke Zettlemoyer,Allen Institute for Artificial Intelligence,24,509.0,78.6852,0.99937877,Natural Language Processing Techniques,Artificial Intelligence,Computer Science,Physical Sciences,True,gold,null/unknown,False,English,US,False
Google Scholar,Natural Language Processing,2026-04-29,54,OpenAlex,https://openalex.org/W2599901939,https://doi.org/10.5815/ijitcs.2015.08.07,A Systematic Review of Natural Language Processing in Healthcare,2015.0,review,International Journal of Information Technology and Computer Science,null/unknown,Olaronke G. Iroju; Janet O. Olaleke,null/unknown,26,111.0,1.7811,0.89674515,Topic Modeling,Artificial Intelligence,Computer Science,Physical Sciences,True,bronze,journal,False,English,null/unknown,False
Google Scholar,Natural Language Processing,2026-04-29,55,OpenAlex,https://openalex.org/W4285798540,https://doi.org/10.1145/3529755,On the Explainability of Natural Language Processing Deep Models,2022.0,review,ACM Computing Surveys,Association for Computing Machinery,Julia El Zini; Mariette Awad,American University of Beirut,154,100.0,13.1877,0.99008801,Explainable Artificial Intelligence (XAI),Artificial Intelligence,Computer Science,Physical Sciences,True,green,journal,False,English,LB,True
Google Scholar,Natural Language Processing,2026-04-29,56,Crossref,null/unknown,https://doi.org/10.3115/1119355,Proceedings of the 2003 conference on Empirical methods in natural language processing  -,2003.0,other,null/unknown,Association for Computational Linguistics,null/unknown,null/unknown,0,5.0,null/unknown,null/unknown,null/unknown,null/unknown,null/unknown,null/unknown,null/unknown,null/unknown,null/unknown,null/unknown,null/unknown,null/unknown,null/unknown
Google Scholar,Natural Language Processing,2026-04-29,57,Semantic Scholar,null/unknown,null/unknown,Natural Language Processing in Information Retrieval,2003.0,null/unknown,The Clinician,null/unknown,Thorsten Brants,null/unknown,39,6.0,null/unknown,null/unknown,Computer Science,null/unknown,null/unknown,null/unknown,True,open,null/unknown,null/unknown,null/unknown,null/unknown,null/unknown
Google Scholar,Natural Language Processing,2026-04-29,58,OpenAlex,https://openalex.org/W2063485028,null/unknown,Evaluating Natural Language Processing Systems: An Analysis and Review,1996.0,book chapter,Medical Entomology and Zoology,Japan Society of Medical Entomology and Zoology,Karen Spärck Jones; Julia Galliers,null/unknown,1,278.0,1.5749,0.8970346,Natural Language Processing Techniques,Artificial Intelligence,Computer Science,Physical Sciences,False,closed,journal,False,English,null/unknown,False
Google Scholar,Natural Language Processing,2026-04-29,59,OpenAlex,https://openalex.org/W3196248941,https://doi.org/10.1111/lnc3.12432,Five sources of bias in natural language processing,2021.0,article,Language and Linguistics Compass,Wiley,Dirk Hovy; Shrimai Prabhumoye,Bocconi University; Carnegie Mellon University,114,260.0,24.068,0.99652508,Topic Modeling,Artificial Intelligence,Computer Science,Physical Sciences,True,hybrid,journal,False,English,IT; US,False
Google Scholar,Natural Language Processing,2026-04-29,60,OpenAlex,https://openalex.org/W4389523957,https://doi.org/10.18653/v1/2023.emnlp-main.85,Is ChatGPT a General-Purpose Natural Language Processing Task Solver?,2023.0,article,null/unknown,null/unknown,Chengwei Qin; Aston Zhang; Zhuosheng Zhang; Jiaao Chen; Michihiro Yasunaga; Diyi Yang,Nanyang Technological University; Stanford University,14,448.0,76.8676,0.99954529,Topic Modeling,Artificial Intelligence,Computer Science,Physical Sciences,True,gold,null/unknown,False,English,SG; US,False
